Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 1	Peptides 2	Razor + unique peptides 1	Razor + unique peptides 2	Unique peptides 1	Unique peptides 2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 11	Fraction 12	Fraction 13	Q-value	Score	Identification type 1	Identification type 2	Sequence coverage 1 [%]	Sequence coverage 2 [%]	Intensity	Intensity 1	Intensity 2	iBAQ	iBAQ 1	iBAQ 2	LFQ intensity 1	LFQ intensity 2	MS/MS count 1	MS/MS count 2	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Tb927.2.6220:mRNA-p1;Tb927.2.6320:mRNA-p1	Tb927.2.6220:mRNA-p1;Tb927.2.6320:mRNA-p1	2;1	2;1	2;1	Tb927.2.6220:mRNA-p1 | transcript=Tb927.2.6220:mRNA | gene=Tb927.2.6220 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=adenosine transporter 2, putative | transcript_product=adenosine transporter 2, putative | location=Tb927_02_v5.1:1128353-11	2	2	2	2	1	2	1	2	1	2	5.2	5.2	5.2	51.226	462	462;462	9.67			1			2	0	7.9657	By MS/MS	By MS/MS	2.4	5.2	23463000	15094000	8369200	1675900	1078100	597800	0	1274700	1	1	2				1609	7382;19889	True;True	7917;21525	17812;17813;48646	17046;17047;46922	17047;46922		
Tb927.2.820:pseudogenic_transcript-p1;Tb11.v5.0670.1-p1	Tb927.2.820:pseudogenic_transcript-p1	22;9	21;9	9;4	Tb927.2.820:pseudogenic_transcript-p1 | transcript=Tb927.2.820:pseudogenic_transcript | gene=Tb927.2.820 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=retrotransposon hot spot protein 1 (RHS1), interrupted | transcript_product=retrotransposon	2	22	21	9	19	19	18	18	7	8	43.5	41.7	18.4	60.527	527	527;296	6.26	2	20	9	2	19	1	0	95.081	By MS/MS	By MS/MS	35.5	42.1	1480000000	832260000	647760000	44849000	25220000	19629000	225330000	177630000	22	20	42				1610	1079;3363;4165;6213;7226;11041;11042;11572;11851;11934;12114;12959;13085;14822;18461;20363;20455;22010;24487;25196;29229;29750	True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1148;3606;4454;6646;7749;11800;11801;12358;12659;12747;12748;12942;13866;13996;15840;19909;22019;22113;23742;26390;27148;31516;32071	2743;2744;2745;8319;10109;10110;10111;14939;14940;17399;26418;26419;26420;26421;27716;28457;28458;28459;28460;28632;28633;28634;28635;28636;29089;29090;29091;31222;31223;31224;31495;31496;31497;31498;31499;35733;44805;49669;49670;49856;49857;53513;53514;53515;53516;59412;59413;59414;61076;61077;71356;71357;71358;72547;72548;72549	2604;2605;2606;7929;9665;9666;9667;14273;14274;16632;25499;25500;25501;26831;27520;27521;27522;27691;27692;27693;27694;28119;28120;30157;30158;30405;30406;30407;30408;30409;34468;43170;47906;47907;48078;48079;51523;51524;57190;57191;57192;58812;58813;68868;68869;68870;70021;70022;70023	2606;7929;9666;14273;16632;25499;25500;26831;27520;27694;28119;30158;30408;34468;43170;47907;48079;51523;57190;58813;68869;70022	1724	249
Tb927.3.1010:mRNA-p1	Tb927.3.1010:mRNA-p1	2	2	2	Tb927.3.1010:mRNA-p1 | transcript=Tb927.3.1010:mRNA | gene=Tb927.3.1010 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_03_v5.1:246909-248711(	1	2	2	2	2	1	2	1	2	1	5	5	5	64.339	600	600	5.33		2			1		0	12.205	By MS/MS	By MS/MS	5	2.7	7569200	5498200	2071100	210260	152730	57530	1666200	0	2	1	3				1611	5247;8440	True;True	5623;9042	12686;20288;20289	12109;19505;19506	12109;19506		
Tb927.3.1030:mRNA-p1	Tb927.3.1030:mRNA-p1	7	7	7	Tb927.3.1030:mRNA-p1 | transcript=Tb927.3.1030:mRNA | gene=Tb927.3.1030 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=RNA-binding protein | transcript_product=RNA-binding protein | location=Tb927_03_v5.1:253218-254291(+) | protein_length=357 	1	7	7	7	4	7	4	7	4	7	28	28	28	39.272	357	357	9.36			4			7	0	35.317	By MS/MS	By MS/MS	17.6	28	159210000	41596000	117610000	6922100	1808500	5113600	8932900	15969000	4	7	11				1612	3549;4707;9281;13779;18862;23918;25017	True;True;True;True;True;True;True	3810;5045;9943;14731;20404;25791;26959	8773;8774;11397;11398;22271;33243;45932;45933;58107;60658;60659	8362;8363;10902;10903;21419;32099;44289;44290;55949;58399;58400	8362;10902;21419;32099;44289;55949;58399		
Tb927.3.1110:mRNA-p1;Tb11.v5.0589.1-p1	Tb927.3.1110:mRNA-p1;Tb11.v5.0589.1-p1	21;20	21;20	21;20	Tb927.3.1110:mRNA-p1 | transcript=Tb927.3.1110:mRNA | gene=Tb927.3.1110 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Putative intraflagellar transport protein A1 | transcript_product=Putative intraflagellar transport protein A1 | location=Tb	2	21	21	21	20	15	20	15	20	15	44.4	44.4	44.4	52.713	477	477;437	7.24		4	27		3	21	0	147.63	By MS/MS	By MS/MS	40.9	38.4	2637600000	1595100000	1042500000	119890000	72506000	47387000	246190000	156990000	27	18	45				1613	1003;1908;2650;5045;5427;5428;5429;7959;7960;10866;12010;13778;15901;17865;19264;21004;21224;21923;22523;23328;29892	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1070;2048;2049;2844;5407;5807;5808;5809;8541;8542;11616;12827;14730;16974;16975;19073;20843;22691;22922;23655;24294;25148;32219	2547;2548;2549;4888;4889;4890;4891;4892;4893;6635;6636;6637;12227;12228;13040;13041;13042;13043;13044;13045;19176;19177;19178;19179;19180;19181;19182;25905;28824;28825;33241;33242;38330;38331;38332;38333;38334;38335;38336;42891;47019;51202;51203;51713;51714;53337;53338;53339;53340;54702;54703;54704;56671;72911;72912	2416;2417;4649;4650;4651;4652;4653;4654;6294;6295;11679;11680;12442;12443;12444;12445;12446;12447;18406;18407;18408;18409;18410;24959;27874;27875;32097;32098;36956;36957;36958;36959;36960;36961;41300;45356;45357;49348;49349;49832;51359;51360;51361;51362;52646;52647;54552;54553;70371;70372	2417;4651;6294;11680;12442;12444;12446;18409;18410;24959;27874;32098;36958;41300;45356;49349;49832;51360;52646;54553;70372	1725;1726;1727	24;97;108
Tb927.3.1120:mRNA-p1	Tb927.3.1120:mRNA-p1	19	19	19	Tb927.3.1120:mRNA-p1 | transcript=Tb927.3.1120:mRNA | gene=Tb927.3.1120 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=GTP-binding nuclear protein rtb2, putative | transcript_product=GTP-binding nuclear protein rtb2, putative | location=Tb927_	1	19	19	19	18	16	18	16	18	16	77.9	77.9	77.9	24.406	217	217	7.65			32		1	27	0	285.32	By MS/MS	By MS/MS	74.7	77.4	11737000000	6109200000	5628000000	978100000	509100000	469000000	1035200000	780230000	32	27	59				1614	2875;9429;9641;11137;11138;11672;13521;13642;13663;14370;17626;18417;19917;21365;21933;23613;26948;26949;30549	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	3086;3087;10100;10322;11901;11902;12464;14461;14588;14610;14611;15362;18824;19841;19842;21555;23074;23665;25460;29049;29050;32927	7169;7170;7171;22606;22607;22608;23043;23044;26660;26661;26662;26663;26664;27944;27945;32558;32559;32860;32861;32862;32863;32944;32945;32946;32947;32948;32949;32950;32951;32952;32953;32954;34724;42361;42362;42363;44639;44640;44641;44642;44643;48705;52044;53357;57330;57331;57332;57333;57334;65615;65616;65617;65618;65619;74492;74493;74494;74495;74496;74497	6810;6811;6812;21741;21742;21743;22167;22168;25741;25742;25743;25744;25745;27043;27044;31439;31440;31728;31729;31730;31731;31802;31803;31804;31805;31806;31807;31808;31809;31810;31811;31812;33522;40802;40803;40804;43012;43013;43014;43015;43016;46981;50165;51377;55193;55194;55195;55196;55197;55198;63308;63309;63310;63311;71931;71932;71933;71934;71935;71936	6812;21743;22167;25742;25743;27043;31439;31730;31808;33522;40802;43015;46981;50165;51377;55198;63308;63310;71933	1728;1729;1730	1;183;213
Tb927.3.1140:mRNA-p1	Tb927.3.1140:mRNA-p1	1	1	1	Tb927.3.1140:mRNA-p1 | transcript=Tb927.3.1140:mRNA | gene=Tb927.3.1140 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Surp module, putative | transcript_product=Surp module, putative | location=Tb927_03_v5.1:278267-279439(+) | protein_length=	1	1	1	1	0	1	0	1	0	1	4.6	4.6	4.6	43.463	390	390	13						1	0	5.5083		By MS/MS	0	4.6	9306900	0	9306900	517050	0	517050	0	1417500	0	1	1				1615	10293	True	11017	24570	23660	23660		
Tb927.3.1150:mRNA-p1	Tb927.3.1150:mRNA-p1	3	3	3	Tb927.3.1150:mRNA-p1 | transcript=Tb927.3.1150:mRNA | gene=Tb927.3.1150 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Conserved hypothetical ATP binding protein, putative | transcript_product=Conserved hypothetical ATP binding protein, putati	1	3	3	3	1	2	1	2	1	2	12.5	12.5	12.5	30.751	280	280	9.67			1			2	0	4.636	By MS/MS	By MS/MS	5.4	7.1	34826000	20574000	14252000	3166000	1870400	1295600	3456400	0	0	2	2				1616	4214;24227;30444	True;True;True	4504;26111;32818	10210;58774;74243	9763;56587;71673	9763;56587;71673		
Tb927.3.1170:mRNA-p1	Tb927.3.1170:mRNA-p1	5	5	5	Tb927.3.1170:mRNA-p1 | transcript=Tb927.3.1170:mRNA | gene=Tb927.3.1170 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=TAP42-like family, putative | transcript_product=TAP42-like family, putative | location=Tb927_03_v5.1:282405-283598(+) | pro	1	5	5	5	2	5	2	5	2	5	19.9	19.9	19.9	45.363	397	397	10.1			2			5	0	22.163	By MS/MS	By MS/MS	8.3	19.9	77038000	22081000	54956000	3501700	1003700	2498000	5434100	6645900	2	5	7				1617	11389;16668;22502;22872;23214	True;True;True;True;True	12164;17813;24273;24667;25028	27214;27215;40160;54664;54665;55536;56419	26284;26285;38676;52610;52611;53450;54318	26285;38676;52611;53450;54318		
Tb927.3.1180:mRNA-p1	Tb927.3.1180:mRNA-p1	18	18	18	Tb927.3.1180:mRNA-p1 | transcript=Tb927.3.1180:mRNA | gene=Tb927.3.1180 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_03_v5.1:284603-287098(	1	18	18	18	9	18	9	18	9	18	28.3	28.3	28.3	93.288	831	831	8.7	1	10			20	2	0	92.541	By MS/MS	By MS/MS	17.7	28.3	330780000	85510000	245270000	8269500	2137800	6131700	32168000	58669000	10	21	31				1618	4953;5240;8019;9797;9875;10765;11325;11351;11357;11361;14771;16938;21601;21673;23297;24838;27785;28986	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	5307;5616;8604;10502;10581;11511;12097;12125;12131;12135;15788;18099;23322;23397;25115;26762;29945;31262	12022;12667;12668;19310;23407;23408;23409;23410;23577;23578;25696;27098;27099;27144;27145;27158;27163;27164;35622;40847;52588;52754;52755;56616;56617;60219;60220;67746;67747;67748;67749;70787;70788	11479;12096;18541;22544;22545;22546;22547;22710;22711;24749;26170;26171;26172;26216;26229;26234;26235;34370;39307;50666;50822;50823;54495;54496;57971;57972;57973;65378;65379;65380;68319;68320	11479;12096;18541;22546;22710;24749;26170;26216;26229;26234;34370;39307;50666;50823;54495;57971;65378;68320	1731	353
Tb927.3.1190:mRNA-p1	Tb927.3.1190:mRNA-p1	27	27	27	Tb927.3.1190:mRNA-p1 | transcript=Tb927.3.1190:mRNA | gene=Tb927.3.1190 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_03_v5.1:288020-295003(	1	27	27	27	27	12	27	12	27	12	13.3	13.3	13.3	256.09	2327	2327	4.17	28			13			0	49.177	By MS/MS	By MS/MS	13.3	6.2	122440000	102140000	20301000	1236800	1031700	205060	50736000	31756000	26	13	39				1619	246;520;913;2541;3417;5557;6715;8042;8221;8304;8881;10072;12100;13977;16501;17219;18601;19284;21799;21899;22513;23309;23514;24239;25197;26688;29385	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	267;558;972;2734;3665;5947;7206;8627;8813;8814;8900;9519;10786;12927;14945;17632;18393;20104;20863;23528;23631;24284;25127;25356;26126;27149;28768;31682	619;620;1378;2303;2304;6388;6389;8437;13311;13312;16179;16180;19362;19791;19792;19954;21365;21366;24057;24058;29049;33743;39776;41453;41454;45265;47058;47059;53046;53047;53048;53298;54683;56636;57130;57131;58816;61078;64887;71748;71749	567;568;1306;2176;2177;6063;6064;8054;12705;12706;15472;15473;18595;19011;19012;19163;20553;20554;23165;23166;28088;32575;38325;39891;39892;43644;45399;45400;51087;51088;51089;51321;52628;54515;54995;54996;56624;58814;62607;69253;69254	568;1306;2176;6064;8054;12705;15473;18595;19011;19163;20554;23166;28088;32575;38325;39892;43644;45399;51089;51321;52628;54515;54996;56624;58814;62607;69253	1732;1733;1734	1409;1411;2268
Tb927.3.1200.2:mRNA-p1;Tb927.3.1200.1:mRNA-p1	Tb927.3.1200.2:mRNA-p1;Tb927.3.1200.1:mRNA-p1	11;6	11;6	11;6	Tb927.3.1200.2:mRNA-p1 | transcript=Tb927.3.1200.2:mRNA | gene=Tb927.3.1200 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_03_v5.1:295770-298	2	11	11	11	8	10	8	10	8	10	21	21	21	83.763	773	773;263	8.33		8			10	3	0	48.389	By MS/MS	By MS/MS	14.6	19.3	133240000	53111000	80128000	3028200	1207100	1821100	19334000	17475000	8	9	17				1620	1127;1764;2896;9639;11073;11387;14420;14823;16083;16464;23450	True;True;True;True;True;True;True;True;True;True;True	1199;1880;3110;10320;11833;12162;15416;15841;17167;17594;25274	2860;2861;4534;4535;4536;7223;7224;23040;23041;26530;27211;34841;34842;35734;35735;38752;38753;39693;56955;56956;56957	2716;2717;4313;4314;6866;6867;22164;22165;25610;26281;33633;33634;34469;34470;37357;37358;38243;54833;54834;54835	2717;4313;6866;22164;25610;26281;33634;34470;37358;38243;54835		
Tb927.3.1210:mRNA-p1	Tb927.3.1210:mRNA-p1	24	24	24	Tb927.3.1210:mRNA-p1 | transcript=Tb927.3.1210:mRNA | gene=Tb927.3.1210 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=protein transport protein Sec24 | transcript_product=protein transport protein Sec24 | location=Tb927_03_v5.1:299855-302776(	1	24	24	24	20	22	20	22	20	22	27.4	27.4	27.4	108.19	973	973	7.62		23		3	26	1	0	95.772	By MS/MS	By MS/MS	26	26.2	754500000	253440000	501060000	20392000	6849700	13542000	73643000	123300000	23	25	48				1621	2128;2147;4514;5406;5926;6164;6526;6527;6564;6565;10241;16267;17621;19617;19898;20574;21169;22244;23253;24310;24426;26740;27749;29691	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2298;2299;2321;4839;5786;6341;6592;6995;6996;7041;7042;10964;17375;17376;18819;21232;21534;22234;22235;22864;23992;25069;25070;26203;26326;28823;29902;32010	5447;5448;5483;5484;10932;10933;13004;14269;14810;14811;15672;15673;15674;15675;15797;15798;15799;15800;24462;24463;39183;39184;39185;39186;39187;42346;42347;47916;47917;48662;48663;50152;50153;50154;51589;51590;54037;54038;54039;54040;56509;56510;56511;56512;56513;59005;59265;59266;65039;65040;67661;72436;72437	5182;5183;5218;5219;10454;10455;12407;13630;14140;14141;14977;14978;14979;14980;15096;15097;15098;15099;23561;23562;23563;37767;37768;37769;37770;37771;40792;40793;46222;46223;46936;46937;48353;48354;48355;49709;52018;52019;54399;54400;54401;54402;56799;57041;57042;62755;62756;65295;69914;69915	5182;5218;10454;12407;13630;14140;14977;14980;15096;15098;23561;37771;40792;46223;46936;48353;49709;52018;54402;56799;57042;62756;65295;69914	1735;1736;1737;1738	226;414;776;955
Tb927.3.1240:mRNA-p1	Tb927.3.1240:mRNA-p1	13	13	13	Tb927.3.1240:mRNA-p1 | transcript=Tb927.3.1240:mRNA | gene=Tb927.3.1240 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Serine/threonine-protein phosphatase 2A, putative | transcript_product=Serine/threonine-protein phosphatase 2A, putative | l	1	13	13	13	9	10	9	10	9	10	52.3	52.3	52.3	36.243	323	323	7.74			12		1	10	0	82.559	By MS/MS	By MS/MS	38.1	34.4	445380000	226960000	218420000	29692000	15131000	14561000	35654000	33592000	12	10	22				1622	1116;2180;2330;3284;3304;7071;12008;14012;17710;20476;20477;21306;28618	True;True;True;True;True;True;True;True;True;True;True;True;True	1186;2360;2518;3524;3544;7589;12825;14983;18913;22134;22135;23009;30865;30866	2838;2839;5574;5937;5938;5939;8158;8198;8199;17082;17083;28821;28822;33845;42574;49922;49923;49924;49925;49926;51894;69870;69871	2694;2695;5303;5640;5641;5642;7771;7810;16329;16330;27871;27872;32677;41017;48134;48135;48136;48137;48138;50005;67424;67425	2695;5303;5641;7771;7810;16330;27872;32677;41017;48135;48138;50005;67425	1739	209
Tb927.3.1260:mRNA-p1	Tb927.3.1260:mRNA-p1	1	1	1	Tb927.3.1260:mRNA-p1 | transcript=Tb927.3.1260:mRNA | gene=Tb927.3.1260 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_03_v5.1:312271-312852(	1	1	1	1	0	1	0	1	0	1	4.7	4.7	4.7	21.251	193	193	13						1	0.00489	1.9823		By MS/MS	0	4.7	0	0	0	0	0	0	0	0	0	1	1				1623	28171	True	30367	68719	66301	66301		
Tb927.3.1290:mRNA-p1	Tb927.3.1290:mRNA-p1	6	6	6	Tb927.3.1290:mRNA-p1 | transcript=Tb927.3.1290:mRNA | gene=Tb927.3.1290 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=cullin 4B, putative | transcript_product=cullin 4B, putative | location=Tb927_03_v5.1:317255-320098(+) | protein_length=947 	1	6	6	6	4	4	4	4	4	4	9.6	9.6	9.6	105.84	947	947	7		4			4		0	17.509	By MS/MS	By MS/MS	6.3	7.5	37114000	10288000	26826000	742290	205760	536530	3079000	7263900	4	4	8				1624	5626;5893;11354;14914;16427;27230	True;True;True;True;True;True	6022;6308;12128;15939;17554;29355	13515;13516;14190;27153;27154;35920;39616;66300	12913;12914;13561;26224;26225;34647;38167;63963	12914;13561;26224;34647;38167;63963		
Tb927.3.1300:mRNA-p1	Tb927.3.1300:mRNA-p1	7	7	7	Tb927.3.1300:mRNA-p1 | transcript=Tb927.3.1300:mRNA | gene=Tb927.3.1300 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_03_v5.1:320722-321954(	1	7	7	7	4	7	4	7	4	7	22.9	22.9	22.9	46.085	410	410	9.36			4			7	0	28.588	By MS/MS	By MS/MS	13.7	22.9	100840000	21652000	79192000	4033800	866090	3167700	4780800	10918000	4	6	10				1625	4018;5017;13058;14214;14415;18805;20791	True;True;True;True;True;True;True	4302;5374;13968;15199;15411;20344;22461	9793;9794;12160;12161;31441;34383;34833;34834;45798;45799;50659	9359;9360;11609;11610;30354;33196;33625;33626;44152;44153;48829	9359;11609;30354;33196;33626;44152;48829		
Tb927.3.1310.2:mRNA-p1;Tb927.3.1310.1:mRNA-p1	Tb927.3.1310.2:mRNA-p1;Tb927.3.1310.1:mRNA-p1	5;4	5;4	5;4	Tb927.3.1310.2:mRNA-p1 | transcript=Tb927.3.1310.2:mRNA | gene=Tb927.3.1310 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_03_v5.1:323362-327	2	5	5	5	4	3	4	3	4	3	6.4	6.4	6.4	136.98	1253	1253;1114	6.29		4			3		0	9.1331	By MS/MS	By MS/MS	5.6	4.3	29175000	16277000	12898000	511850	285570	226290	4410300	3996400	4	3	7				1626	10133;12073;22740;25258;27410	True;True;True;True;True	10851;12897;24525;27214;29541	24199;28970;28971;55219;55220;61231;66759	23306;28005;28006;53147;53148;58973;64422	23306;28005;53148;58973;64422		
Tb927.3.1350:mRNA-p1	Tb927.3.1350:mRNA-p1	20	20	20	Tb927.3.1350:mRNA-p1 | transcript=Tb927.3.1350:mRNA | gene=Tb927.3.1350 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_03_v5.1:338221-340581(	1	20	20	20	9	20	9	20	9	20	33.2	33.2	33.2	86.927	786	786	7.72		9	9		22		0	91.92	By MS/MS	By MS/MS	13.9	33.2	346570000	110310000	236260000	7220200	2298100	4922200	23206000	62443000	14	22	36				1627	584;1289;3194;3851;6399;8279;9047;9588;11243;11822;16462;16533;18876;19254;21074;23149;25349;28878;29677;30545	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	627;1375;3431;4127;6861;8875;9693;10267;12011;12627;17591;17592;17666;20418;20833;22762;24959;27310;31144;31994;32923	1526;1527;3282;3283;3284;7961;7962;7963;9423;9424;9425;15402;19914;21708;22956;22957;22958;26879;26880;26881;28362;39689;39690;39837;39838;45961;46980;51361;56256;56257;56258;61438;70494;72409;74479;74480;74481;74482;74483;74484	1454;1455;3118;3119;3120;7583;7584;9000;9001;14713;19124;19125;20878;22079;22080;22081;25958;25959;27433;38239;38240;38381;38382;44320;45308;49494;54165;54166;54167;59162;68025;69885;71920;71921;71922;71923;71924;71925	1454;3119;7583;9000;14713;19124;20878;22081;25959;27433;38239;38381;44320;45308;49494;54166;59162;68025;69885;71921	1740	303
Tb927.3.1380:mRNA-p1	Tb927.3.1380:mRNA-p1	18	18	18	Tb927.3.1380:mRNA-p1 | transcript=Tb927.3.1380:mRNA | gene=Tb927.3.1380 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ATP synthase subunit beta, mitochondrial | transcript_product=ATP synthase subunit beta, mitochondrial | location=Tb927_03_v	1	18	18	18	15	16	15	16	15	16	49.7	49.7	49.7	55.775	519	519	8.59			18		1	22	0	211.56	By MS/MS	By MS/MS	43.4	44.9	1887600000	671270000	1216300000	85798000	30512000	55286000	142880000	154270000	19	20	39				1628	2786;3326;3767;8248;9224;10154;11928;12025;12492;12604;13781;14244;15264;17905;26088;27707;27708;29443	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2990;3568;4041;8843;9881;10876;12741;12843;13346;13347;13480;14733;15230;16300;19120;28118;29857;29858;31746	6957;6958;8242;9258;9259;9260;19846;19847;19848;19849;22110;24249;24250;24251;24252;28617;28618;28619;28858;28859;30014;30015;30016;30365;30366;30367;33245;33246;34447;34448;34449;36688;36689;42975;42976;63423;63424;67547;67548;67549;71890	6603;6604;6605;7853;8838;8839;8840;19062;19063;19064;19065;21259;23353;23354;23355;23356;23357;27677;27678;27679;27901;27902;28988;28989;28990;29328;29329;29330;29331;29332;32101;32102;33257;33258;33259;35386;35387;41383;41384;61146;61147;65192;65193;69386	6604;7853;8839;19064;21259;23353;27677;27901;28988;29328;32102;33257;35386;41383;61147;65192;65193;69386	1741;1742;1743	384;403;499
