Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides DEAC2	Peptides SM	Razor + unique peptides DEAC2	Razor + unique peptides SM	Unique peptides DEAC2	Unique peptides SM	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 11	Fraction 12	Fraction 13	Fraction 14	Q-value	Score	Identification type DEAC2	Identification type SM	Sequence coverage DEAC2 [%]	Sequence coverage SM [%]	Intensity	Intensity DEAC2	Intensity SM	iBAQ	iBAQ DEAC2	iBAQ SM	LFQ intensity DEAC2	LFQ intensity SM	MS/MS count DEAC2	MS/MS count SM	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Tb927.9.11260:mRNA-p1	Tb927.9.11260:mRNA-p1	7	7	7		1	7	7	7	5	5	5	5	5	5	29.3	29.3	29.3	37.106	334	334	9				5				5	0	50.751	By MS/MS	By MS/MS	20.4	17.7	3681700	1941000	1740700	216570	114170	102400	560250	515720	5	4	9				1971	409;1201;3066;6301;6306;9899;10060	True;True;True;True;True;True;True	426;1290;3332;6849;6857;10913;11083	1075;3161;3162;7870;15938;15939;15959;25802;25803;26203	1285;3647;3648;8862;17766;17767;17791;28669;28670;29156	1285;3648;8862;17767;17791;28670;29156	1139	166
Tb927.9.11270:mRNA-p1	Tb927.9.11270:mRNA-p1	2	2	2		1	2	2	2	0	2	0	2	0	2	4.9	4.9	4.9	61.471	568	568	13							2		0	14.611		By MS/MS	0	4.9	271080	0	271080	7972.9	0	7972.9	0	64220	0	2	2				1972	5953;6895	True;True	6479;7655	15063;17957	16790;20034	16790;20034		
Tb927.9.11410:mRNA-p1;Tb927.9.11380:mRNA-p1	Tb927.9.11410:mRNA-p1;Tb927.9.11380:mRNA-p1	5;5	5;5	5;5	;	2	5	5	5	2	5	2	5	2	5	37.4	37.4	37.4	14.962	139	139;139	11.3				3				8	0	37.59	By MS/MS	By MS/MS	20.1	37.4	3680100	968310	2711800	460010	121040	338970	393240	663120	3	7	10				1973	5139;5928;7106;10294;10580	True;True;True;True;True	5608;6452;6453;7884;11331;11653	13035;15007;15008;15009;18514;26782;26783;27566;27567;27568;27569	14541;16737;16738;16739;20630;29772;29773;30573;30574;30575;30576	14541;16737;20630;29773;30576		
Tb927.9.11480:mRNA-p1	Tb927.9.11480:mRNA-p1	18	18	18		1	18	18	18	18	7	18	7	18	7	35.8	35.8	35.8	62.474	561	561	4.27	2	23	14	2		10			0	129.19	By MS/MS	By MS/MS	35.8	20.5	26446000	21819000	4626600	1101900	909140	192770	11591000	12009000	44	19	63				1974	128;720;1541;1878;3489;5135;5676;5968;5969;7794;8829;9549;9706;9852;9970;10102;10814;11242	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	135;777;1660;2042;2043;3789;5604;6176;6495;6496;8635;9733;10525;10526;10704;10862;10988;11126;11908;12380	386;387;388;389;390;1928;1929;1930;1931;3946;4976;4977;4978;8906;8907;8908;13031;14392;14393;15101;15102;15103;20402;22971;22972;22973;24867;24868;24869;24870;24871;24872;24873;24874;25265;25266;25677;25678;25977;25978;25979;25980;25981;25982;25983;26300;28193;28194;28195;29231;29232	449;450;451;452;453;454;455;2253;2254;2255;2256;2257;4520;5625;5626;10022;10023;10024;10025;10026;10027;14536;16061;16062;16825;16826;16827;22677;25447;25448;25449;25450;25451;27590;27591;27592;27593;27594;27595;27596;27597;27598;27599;27600;27601;27602;27603;27604;28048;28049;28540;28541;28893;28894;28895;28896;28897;29263;31208;31209;31210;32412;32413	452;2254;4520;5625;10022;14536;16062;16825;16827;22677;25449;27595;28048;28540;28897;29263;31208;32412	1140;1141	361;493
Tb927.9.11540:mRNA-p1	Tb927.9.11540:mRNA-p1	5	5	5		1	5	5	5	1	5	1	5	1	5	13.9	13.9	13.9	50.786	438	438	11.3			1				5		0	30.349	By MS/MS	By MS/MS	3	13.9	1884000	35992	1848000	78499	1499.6	76999	0	437800	1	5	6				1975	2838;4565;6875;8585;11099	True;True;True;True;True	3089;4963;7633;9479;12219	7341;11516;17917;17918;22405;28853	8255;12908;19988;19989;24839;32016	8255;12908;19989;24839;32016		
Tb927.9.11580:mRNA-p1	Tb927.9.11580:mRNA-p1	12	12	2		1	12	12	2	4	12	4	12	1	2	41.6	41.6	4.5	26.408	243	243	11.7			1	5			5	18	0	107.32	By MS/MS	By MS/MS	22.2	41.6	42315000	10998000	31317000	2489100	646930	1842200	3134000	9237800	6	28	34				1976	605;1501;6164;6165;7411;7412;8047;8048;8977;10353;10425;10426	True;True;True;True;True;True;True;True;True;True;True;True	642;1616;1617;6704;6705;8226;8227;8903;8904;9897;11394;11395;11396;11482;11483	1587;1588;1589;3850;3851;15605;15606;15607;15608;15609;19384;19385;20926;20927;20928;20929;20930;20931;23355;23356;23357;23358;23359;26949;26950;26951;27136;27137;27138	1877;1878;1879;4415;4416;4417;4418;4419;17378;17379;17380;17381;21591;21592;23214;23215;23216;23217;23218;23219;23220;25858;25859;25860;25861;25862;29926;29927;29928;29929;29930;30118;30119;30120	1879;4419;17378;17380;21591;21592;23218;23220;25858;29928;30119;30120	1142;1143;1144	19;27;83
Tb927.9.11600:mRNA-p1	Tb927.9.11600:mRNA-p1	11	1	1		1	11	1	1	3	11	0	1	0	1	45.2	7.9	7.9	25.975	241	241	14								2	0	14.429	By matching	By MS/MS	18.3	45.2	1258700	0	1258700	78668	0	78668	0	206520	0	2	2				1977	605;1501;6164;6165;7393;7411;7412;8047;8048;8977;10353	False;False;False;False;True;False;False;False;False;False;False	642;1616;1617;6704;6705;8206;8207;8226;8227;8903;8904;9897;11394;11395;11396	1587;1588;1589;3850;3851;15605;15606;15607;15608;15609;19350;19351;19384;19385;20926;20927;20928;20929;20930;20931;23355;23356;23357;23358;23359;26949;26950;26951	1877;1878;1879;4415;4416;4417;4418;4419;17378;17379;17380;17381;21554;21555;21591;21592;23214;23215;23216;23217;23218;23219;23220;25858;25859;25860;25861;25862;29926;29927;29928;29929;29930	1879;4419;17378;17380;21555;21591;21592;23218;23220;25858;29928	1142;1143;1144;1145	19;27;83;212
Tb927.9.11720:mRNA-p1	Tb927.9.11720:mRNA-p1	5	5	5		1	5	5	5	2	5	2	5	2	5	30.6	30.6	30.6	19.436	180	180	11.1				2				5	0	39.9	By MS/MS	By MS/MS	9.4	30.6	2639700	1204500	1435200	239970	109500	130470	471710	303010	2	5	7				1978	3116;5019;9115;9295;10404	True;True;True;True;True	3382;5478;10050;10246;11461	8021;12763;12764;23707;23708;24198;27093	9043;14266;14267;26248;26249;26827;30077	9043;14267;26249;26827;30077		
Tb927.9.11740:mRNA-p1	Tb927.9.11740:mRNA-p1	4	4	4		1	4	4	4	1	4	1	4	1	4	36.1	36.1	36.1	20.281	183	183	11.5				2				6	0	30.812	By MS/MS	By MS/MS	9.3	36.1	6644400	3120000	3524400	604030	283630	320400	1023700	849350	2	6	8				1979	4164;4582;6359;11049	True;True;True;True	4527;4983;6913;12167;12168	10497;11562;16130;16131;16132;16133;28719;28720	11758;12952;18006;18007;18008;18009;31795;31796	11758;12952;18006;31796		
Tb927.9.11800:mRNA-p1;Tb927.9.11790:mRNA-p1	Tb927.9.11800:mRNA-p1;Tb927.9.11790:mRNA-p1	6;6	6;6	6;6	;	2	6	6	6	4	6	4	6	4	6	12.7	12.7	12.7	54.515	503	503;503	10.4				4				7	0	48.121	By MS/MS	By MS/MS	10.5	12.7	8192600	3395500	4797100	744780	308680	436100	1113500	1237400	3	7	10				1980	2694;3322;4658;4659;8454;9720	True;True;True;True;True;True	2937;3605;3606;5076;5077;9334;10719	6967;8476;8477;8478;11790;11791;11792;22080;22081;25320;25321	7817;9550;9551;9552;13213;13214;13215;24494;24495;28094;28095	7817;9551;13213;13215;24495;28095	1146	110
Tb927.9.11840:mRNA-p1	Tb927.9.11840:mRNA-p1	1	1	1		1	1	1	1	0	1	0	1	0	1	6.9	6.9	6.9	24.075	217	217	14								1	0.0027056	7.6214		By MS/MS	0	6.9	303420	0	303420	25285	0	25285	0	91465	0	1	1				1981	9036	True	9965	23512	26028	26028		
Tb927.9.11850:mRNA-p1	Tb927.9.11850:mRNA-p1	1	1	1		1	1	1	1	1	0	1	0	1	0	1	1	1	144.54	1275	1275	2		1							0.0026767	7.4709	By MS/MS		1	0	101030	101030	0	1485.8	1485.8	0	81790	0	1	0	1				1982	6280	True	6828	15893	17720	17720		
Tb927.9.11910:mRNA-p1	Tb927.9.11910:mRNA-p1	12	12	12		1	12	12	12	8	10	8	10	8	10	31.8	31.8	31.8	51.808	453	453	7.81			8	9			14		0	91.959	By MS/MS	By MS/MS	23.4	24.5	12948000	5441800	7506000	588530	247350	341180	1216800	1848600	19	19	38				1983	1401;2549;3714;3984;5519;7907;7933;8123;8124;8528;10007;10938	True;True;True;True;True;True;True;True;True;True;True;True	1506;2780;2781;4043;4331;6007;8753;8754;8781;8980;8981;9409;11027;12040	3633;6640;6641;6642;6643;6644;6645;6646;6647;9487;9488;9489;10104;10105;13931;13932;13933;20615;20616;20663;21130;21131;21132;21133;22260;22261;22262;26054;26055;26056;28441	4166;4167;7481;7482;7483;7484;7485;7486;7487;7488;7489;7490;7491;10648;10649;10650;10651;11335;15495;15496;15497;22897;22898;22949;23439;23440;23441;23442;23443;23444;23445;23446;24690;24691;28974;28975;28976;31490	4167;7484;10649;11335;15497;22898;22949;23441;23446;24691;28974;31490	1147	324
Tb927.9.12000:mRNA-p1	Tb927.9.12000:mRNA-p1	4	4	4		1	4	4	4	1	3	1	3	1	3	16.2	16.2	16.2	44.398	388	388	9.83			1	1			4		0	40.475	By MS/MS	By MS/MS	3.1	13.1	921420	281500	639920	57589	17594	39995	0	135820	1	7	8				1984	5934;8187;8217;10863	True;True;True;True	6459;9047;9079;9080;11960	15018;21312;21381;21382;28291;28292	16747;16748;23646;23647;23723;23724;23725;31324	16748;23646;23725;31324	1148	341
Tb927.9.12040:mRNA-p1	Tb927.9.12040:mRNA-p1	2	2	2		1	2	2	2	2	1	2	1	2	1	6.3	6.3	6.3	57.462	511	511	6.33			2				1		0	13.973	By MS/MS	By MS/MS	6.3	3.3	266030	150900	115140	9173.6	5203.4	3970.2	44535	0	3	2	5				1985	3196;6928	True;True	3467;7690	8198;8199;18038	9231;9232;9233;20122;20123	9233;20122		
Tb927.9.12070:mRNA-p1	Tb927.9.12070:mRNA-p1	7	7	7		1	7	7	7	6	3	6	3	6	3	8.3	8.3	8.3	109.87	995	995	5.9		6			1	3			0	47.592	By MS/MS	By MS/MS	7.3	3	1059000	865800	193220	24629	20135	4493.6	638470	431190	8	3	11				1986	95;1813;2552;4322;5906;6307;8763	True;True;True;True;True;True;True	99;1970;1971;2784;4695;6429;6858;9663	232;4806;4807;6650;6651;10866;10867;14974;15960;22804	252;253;5445;5446;7494;12186;12187;16702;16703;17792;25269	252;5445;7494;12186;16702;17792;25269	1149	528
Tb927.9.12150:mRNA-p1	Tb927.9.12150:mRNA-p1	2	2	2		1	2	2	2	2	1	2	1	2	1	11.4	11.4	11.4	23.01	202	202	7.33				2				1	0	43.281	By MS/MS	By MS/MS	11.4	6.4	769440	641650	127790	69949	58332	11617	182230	0	2	1	3				1987	72;7919	True;True	75;8766	171;172;20637	192;193;22923	192;22923		
Tb927.9.12170:mRNA-p1	Tb927.9.12170:mRNA-p1	2	2	2		1	2	2	2	2	1	2	1	2	1	9.6	9.6	9.6	32.359	291	291	7.33				2				1	0	21.258	By MS/MS	By MS/MS	9.6	4.1	423830	243980	179850	28255	16266	11990	69292	0	2	2	4				1988	390;4710	True;True	407;5138	1012;1013;11968	1205;1206;1207;13423	1205;13423	1150;1151	166;167
Tb927.9.12300:mRNA-p1	Tb927.9.12300:mRNA-p1	4	4	4		1	4	4	4	2	4	2	4	2	4	12.6	12.6	12.6	39.624	357	357	10			1	2			1	4	0	27.651	By MS/MS	By MS/MS	5.3	12.6	2791200	1072300	1718900	126870	48740	78132	0	487730	1	3	4				1989	5205;9173;9582;10505	True;True;True;True	5679;10114;10564;11566	13224;23860;24949;24950;24951;24952;27353;27354	14751;26432;27682;27683;30350;30351	14751;26432;27682;30350		
Tb927.9.12360:mRNA-p1	Tb927.9.12360:mRNA-p1	3	3	3		1	3	3	3	3	0	3	0	3	0	5.4	5.4	5.4	61.658	560	560	3			3						0	19.076	By MS/MS		5.4	0	495880	495880	0	17099	17099	0	146350	0	3	0	3				1990	607;5437;10521	True;True;True	644;5922;11584	1591;13764;27385	1882;15311;30389	1882;15311;30389		
Tb927.9.12380:mRNA-p1	Tb927.9.12380:mRNA-p1	8	8	8		1	8	8	8	7	7	7	7	7	7	21.9	21.9	21.9	54.443	494	494	7.81		1	8	9			8	6	0	89.073	By MS/MS	By MS/MS	18.6	21.5	17550000	9589900	7959700	626770	342500	284280	2986800	1817500	15	15	30				1991	1429;2968;3761;4344;7042;7044;8122;9605	True;True;True;True;True;True;True;True	1537;3231;4095;4718;7818;7820;8979;10588	3698;3699;3700;7652;9604;9605;9606;9607;10921;10922;10923;10924;18352;18353;18354;18355;18356;18357;18358;18360;21126;21127;21128;21129;25004;25005;25006;25007;25008;25009;25010;25011	4239;4240;4241;4242;4243;8597;10791;10792;10793;10794;10795;12256;12257;12258;20476;20477;20478;20480;23437;23438;27743;27744;27745;27746;27747;27748;27749;27750;27751;27752	4239;8597;10793;12257;20477;20480;23438;27745		
Tb927.9.12500:mRNA-p1	Tb927.9.12500:mRNA-p1	2	2	2		1	2	2	2	2	2	2	2	2	2	5.2	5.2	5.2	58.24	524	524	6.67			2	2			2		0	14.264	By MS/MS	By MS/MS	5.2	5.2	636970	245350	391620	24499	9436.4	15062	52548	111310	3	2	5				1992	2785;5696	True;True	3035;6196	7188;7189;7190;14451;14452;14453	8061;8062;16115;16116;16117	8061;16117		
Tb927.9.12510:mRNA-p1	Tb927.9.12510:mRNA-p1	9	8	8		1	9	8	8	9	3	8	2	8	2	14.4	13.2	13.2	82.74	735	735	3.62		10	1			2			0	54.051	By MS/MS	By MS/MS	14.4	4.6	1313500	1198700	114730	28553	26059	2494.1	887650	332390	12	2	14				1993	2081;2709;2847;3438;3857;7904;8299;11262;11351	True;True;False;True;True;True;True;True;True	2259;2955;3098;3735;4197;8749;8750;9167;12400;12499	5418;7011;7358;7359;7360;7361;8784;8785;9836;20609;20610;21582;21583;29267;29268;29512;29513	6110;7869;7870;8273;8274;9897;9898;11053;22891;22892;23949;23950;23951;32447;32448;32741	6110;7869;8274;9898;11053;22892;23950;32447;32741	1152	229
Tb927.9.12630:mRNA-p1;Tb927.9.12590:mRNA-p1;Tb927.9.12570:mRNA-p1;Tb927.9.12610:mRNA-p1;Tb927.9.12550:mRNA-p1	Tb927.9.12630:mRNA-p1;Tb927.9.12590:mRNA-p1;Tb927.9.12570:mRNA-p1;Tb927.9.12610:mRNA-p1;Tb927.9.12550:mRNA-p1	25;25;25;23;23	25;25;25;23;23	25;25;25;23;23	;;;;	5	25	25	25	15	23	15	23	15	23	47.7	47.7	47.7	56.426	512	512;512;512;512;512	8.26		4	15	13		2	32		0	238.04	By MS/MS	By MS/MS	26.8	46.3	44339000	13081000	31257000	1583500	467190	1116300	2932800	8136800	28	38	66				1994	59;60;323;1250;1910;2346;2787;3817;4055;4319;4662;4793;4998;5149;5157;5662;6620;7117;7255;9132;9433;10625;10655;10897;11322	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	60;61;338;1341;2076;2554;3037;4156;4411;4692;5081;5228;5452;5619;5628;6161;6162;7262;7263;7898;7899;8052;10069;10399;11705;11706;11736;11994;11995;12464	136;137;138;846;847;848;849;850;3282;3283;3284;3285;5038;6025;6026;6027;6028;7192;7193;7194;9748;9749;9750;10256;10858;10859;10860;11799;12156;12157;12158;12708;12709;12710;12711;12712;12713;12714;13063;13064;13093;14354;14355;16929;16930;18542;18543;18544;18545;18986;18987;23738;23739;24570;27689;27690;27691;27746;27747;28353;28354;29398;29399;29400;29401;29402	155;156;157;158;159;994;995;996;997;998;3783;3784;3785;3786;5691;6782;6783;6784;8065;8066;8067;10941;10942;10943;11503;12178;12179;12180;13226;13618;13619;14208;14209;14210;14211;14212;14570;14571;14572;14601;16016;16017;18860;18861;18862;18863;20654;20655;20656;21142;21143;26278;26279;27263;30689;30690;30691;30692;30750;30751;31399;31400;31401;32580;32581;32582;32583;32584	156;159;995;3785;5691;6783;8065;10943;11503;12179;13226;13619;14208;14571;14601;16016;18862;20655;21142;26279;27263;30691;30751;31399;32581	1153;1154;1155;1156;1157;1158;1159	1;126;148;215;263;331;406
Tb927.9.12650:mRNA-p1;Tb11.v5.0675.1-p1	Tb927.9.12650:mRNA-p1	6;2	6;2	6;2		2	6	6	6	6	0	6	0	6	0	6	6	6	134.65	1214	1214;331	1.88	1	7							0	49.324	By MS/MS		6	0	1243400	1243400	0	21439	21439	0	865990	0	7	0	7				1995	3934;6283;6464;7070;7589;11011	True;True;True;True;True;True	4279;6831;7026;7027;7846;8417;12121	9992;15898;16357;16358;16359;18444;19888;28586	11211;17725;18239;18240;20563;22135;31648	11211;17725;18240;20563;22135;31648	1160	50
Tb927.9.12700:mRNA-p1	Tb927.9.12700:mRNA-p1	4	4	4		1	4	4	4	3	3	3	3	3	3	11.2	11.2	11.2	49.911	447	447	9				3				3	0	26.636	By MS/MS	By MS/MS	8.7	7.6	1522400	820640	701780	69201	37302	31899	236840	207770	3	4	7				1996	2422;3531;6877;7454	True;True;True;True	2636;3833;7635;8272	6181;9005;17921;17922;19536;19537	6944;10131;19992;19993;19994;21763;21764	6944;10131;19992;21763		
Tb927.9.12710:mRNA-p1	Tb927.9.12710:mRNA-p1	1	1	1		1	1	1	1	0	1	0	1	0	1	3.6	3.6	3.6	44.783	394	394	14								1	0.0027115	7.6341		By MS/MS	0	3.6	0	0	0	0	0	0	0	0	0	1	1				1997	1628	True	1764	4234	4842	4842		
Tb927.9.12730:mRNA-p1	Tb927.9.12730:mRNA-p1	13	13	13		1	13	13	13	10	12	10	12	10	12	39.2	39.2	39.2	48.592	451	451	7.49		2	12	20			15	8	0	172.82	By MS/MS	By MS/MS	31.7	33.7	94332000	64832000	29500000	3628200	2493500	1134600	17159000	7596500	29	22	51				1998	537;2303;2761;3379;3597;4537;4538;4901;6777;8022;8754;9753;10409	True;True;True;True;True;True;True;True;True;True;True;True;True	571;2501;3010;3011;3671;3916;4929;4930;5343;5344;7505;8875;9653;10754;10755;11466	1459;5928;5929;5930;7126;7127;7128;7129;7130;7131;7132;7133;7134;7135;7136;8630;9236;9237;11412;11413;11414;11415;11416;11417;11418;11419;11420;12395;12396;17635;17636;20851;20852;20853;20854;20855;20856;20857;20858;22783;22784;22785;22786;22787;25399;25400;25401;25402;25403;25404;25405;25406;27100;27101;27102;27103;27104	1733;1734;6676;6677;8000;8001;8002;8003;8004;8005;8006;8007;8008;8009;8010;8011;9729;10364;10365;12790;12791;12792;12793;12794;12795;12796;13885;13886;13887;19664;19665;23149;23150;23151;23152;23153;23154;25246;25247;25248;25249;25250;28196;28197;28198;28199;28200;30085;30086;30087;30088	1734;6676;8006;9729;10365;12791;12794;13887;19664;23149;25248;28199;30085	1161;1162;1163;1164;1165	107;113;213;352;414
Tb927.9.12820:mRNA-p1	Tb927.9.12820:mRNA-p1	1	1	1		1	1	1	1	0	1	0	1	0	1	12.9	12.9	12.9	14.653	124	124	14								1	0.01001	6.2577		By MS/MS	0	12.9	219910	0	219910	43982	0	43982	0	66290	0	1	1				1999	5404	True	5889	13700	15247	15247		
Tb927.9.12830:mRNA-p1	Tb927.9.12830:mRNA-p1	1	1	1		1	1	1	1	0	1	0	1	0	1	2.6	2.6	2.6	65.286	586	586	13							1		0.0027307	7.8247		By MS/MS	0	2.6	52581	0	52581	2286.1	0	2286.1	0	12457	0	2	2				2000	8613	True	9508	22463	24902;24903	24902		
Tb927.9.12880:mRNA-p1	Tb927.9.12880:mRNA-p1	1	1	1		1	1	1	1	1	0	1	0	1	0	2.3	2.3	2.3	75.729	687	687	3			1						0.009139	6.3235	By MS/MS		2.3	0	81800	81800	0	2210.8	2210.8	0	24142	0	2	0	2				2001	8451	True	9331	22075	24488;24489	24488		
Tb927.9.12890:mRNA-p1	Tb927.9.12890:mRNA-p1	1	1	1		1	1	1	1	1	0	1	0	1	0	11.4	11.4	11.4	16.341	140	140	2.5	1			1					0.0012019	11.701	By MS/MS		11.4	0	404880	404880	0	80976	80976	0	175620	0	4	0	4				2002	3183	True	3454	8171;8172	9197;9198;9199;9200	9198		
Tb927.9.12900:mRNA-p1	Tb927.9.12900:mRNA-p1	1	1	1		1	1	1	1	0	1	0	1	0	1	1.9	1.9	1.9	64.969	580	580	12						1			0.0028555	9.2646		By MS/MS	0	1.9	50015	0	50015	1786.2	0	1786.2	0	119680	0	2	2				2003	2251	True	2444	5816	6552;6553	6552		
Tb927.9.12960:mRNA-p1	Tb927.9.12960:mRNA-p1	2	2	2		1	2	2	2	1	2	1	2	1	2	3.2	3.2	3.2	64.534	591	591	10.2			1	1			2	2	0	16.474	By MS/MS	By MS/MS	1.5	3.2	1271100	221860	1049200	66898	11677	55221	0	258410	2	2	4				2004	8090;9662	True;True	8946;10655	21050;21051;25167;25168;25169;25170	23344;27924;27925;27926	23344;27925		
Tb927.9.12980:mRNA-p1	Tb927.9.12980:mRNA-p1	3	3	3		1	3	3	3	3	1	3	1	3	1	8.1	8.1	8.1	46.891	422	422	5.75		1	3	2			1	1	0	20.49	By MS/MS	By MS/MS	8.1	4	2274800	1559800	714960	133810	91753	42057	458990	0	6	3	9				2005	2689;6113;10676	True;True;True	2931;6652;11760	6957;15451;15452;15453;15454;27819;27820;27821	7806;17228;17229;17230;17231;17232;17233;17234;30831	7806;17228;30831		
Tb927.9.13030:mRNA-p1	Tb927.9.13030:mRNA-p1	11	11	11		1	11	11	11	9	11	9	11	9	11	46.9	46.9	46.9	35.982	305	305	10.4				11			1	19	0	167.95	By MS/MS	By MS/MS	39	46.9	19961000	7024300	12937000	1109000	390240	718720	2144100	3036000	14	22	36				2006	1346;2266;3127;3584;6477;7722;9364;10152;10196;10574;10760	True;True;True;True;True;True;True;True;True;True;True	1447;1448;2460;3394;3395;3899;3900;7046;7047;8559;10320;11179;11180;11225;11647;11848;11849	3512;3513;3514;5848;5849;5850;8037;8038;9187;9188;9189;16419;16420;16421;16422;20193;24405;24406;26416;26417;26418;26419;26420;26421;26513;26514;27552;27553;28043;28044;28045	4027;4028;4029;6586;6587;9064;9065;9066;10315;10316;10317;10318;18304;18305;18306;18307;22460;27064;27065;27066;29392;29393;29394;29395;29396;29397;29398;29485;29486;30560;30561;31061;31062;31063;31064;31065	4027;6587;9066;10315;18307;22460;27064;29396;29485;30560;31065	1166;1167;1168;1169;1170;1171;1172	45;88;116;136;189;197;205
Tb927.9.13040.2:mRNA-p1	Tb927.9.13040.2:mRNA-p1	1	1	1		1	1	1	1	0	1	0	1	0	1	3.6	3.6	3.6	46.219	415	415	13							1		0.0027747	8.1468		By MS/MS	0	3.6	67025	0	67025	3046.6	0	3046.6	0	15879	0	2	2				2007	7574	True	8402	19858	22106;22107	22107		
Tb927.9.13225:mRNA-p1	Tb927.9.13225:mRNA-p1	2	2	2		1	2	2	2	1	1	1	1	1	1	29.1	29.1	29.1	12.896	117	117	9				1				1	0	18.894	By MS/MS	By MS/MS	17.1	12	759650	475250	284400	126610	79209	47399	134970	0	1	1	2				2008	647;4423	True;True	697;4804	1716;11109	2030;12454	2030;12454		
Tb927.9.13280:mRNA-p1	Tb927.9.13280:mRNA-p1	1	1	1		1	1	1	1	1	1	1	1	1	1	3	3	3	47.47	429	429	8			1				1		0.0031414	7.1275	By MS/MS	By MS/MS	3	3	167040	63931	103110	7592.6	2906	4686.6	0	24426	2	1	3				2009	28	True	29	64;65	81;82;83	83		
Tb927.9.13440:mRNA-p1	Tb927.9.13440:mRNA-p1	2	2	2		1	2	2	2	1	1	1	1	1	1	1.6	1.6	1.6	177.37	1578	1578	6	1				1				0	12.641	By MS/MS	By MS/MS	0.8	0.8	152170	72498	79668	1729.2	823.84	905.32	0	34418	1	1	2				2010	8;6346	True;True	9;6899	28;16088	41;17967	41;17967		
Tb927.9.1350:mRNA-p1	Tb927.9.1350:mRNA-p1	11	11	11		1	11	11	11	11	5	11	5	11	5	23.5	23.5	23.5	59.813	537	537	6			11	1			5		0	90.839	By MS/MS	By MS/MS	23.5	13.8	6397000	4678600	1718400	228460	167090	61370	1028000	758210	10	7	17				2011	1461;3790;3809;5030;5421;6321;6681;7196;7795;10632;10671	True;True;True;True;True;True;True;True;True;True;True	1572;4124;4144;5489;5906;6872;7350;7985;8636;11713;11755	3762;9669;9670;9719;9720;12780;12781;13733;13734;16027;17118;17119;18798;18799;20403;27703;27808	4313;10867;10868;10910;10911;10912;14283;14284;15282;17903;19079;19080;19081;20930;20931;22678;30705;30818	4313;10867;10912;14283;15282;17903;19079;20931;22678;30705;30818		
Tb927.9.13530:mRNA-p1	Tb927.9.13530:mRNA-p1	1	1	1		1	1	1	1	0	1	0	1	0	1	6.6	6.6	6.6	18.484	167	167	14								1	0.0064806	6.6141		By MS/MS	0	6.6	80198	0	80198	10025	0	10025	0	24175	0	1	1				2012	5646	True	6144	14305	15970	15970		
Tb927.9.13610:mRNA-p1	Tb927.9.13610:mRNA-p1	13	13	13		1	13	13	13	13	2	13	2	13	2	11.6	11.6	11.6	149.24	1330	1330	2.14	14	13			2				0	80.527	By MS/MS	By MS/MS	11.6	1.7	4547700	3649400	898280	71058	57022	14036	3012700	593180	24	2	26				2013	437;1457;2625;3419;4453;5615;6593;7522;7666;8354;10614;10826;10886	True;True;True;True;True;True;True;True;True;True;True;True;True	456;1568;2865;3715;4837;6112;7212;7213;8345;8498;9225;11694;11921;11983	1166;1167;3756;3757;6835;6836;8731;8732;11174;11175;11176;14146;14147;16811;16812;16813;16814;19700;19701;20040;20041;21709;21710;27668;27669;28215;28216;28339;28340	1394;1395;4304;4305;4306;4307;4308;7679;9847;12527;12528;12529;15721;18730;18731;18732;18733;21940;22297;24082;30672;31233;31234;31235;31236;31237;31385	1394;4306;7679;9847;12529;15721;18732;21940;22297;24082;30672;31235;31385	1173	349
Tb927.9.13740:mRNA-p1;Tb927.9.13710:mRNA-p1;Tb927.9.13680:mRNA-p1;Tb927.9.13655:mRNA-p1;Tb927.9.13650:mRNA-p1	Tb927.9.13740:mRNA-p1;Tb927.9.13710:mRNA-p1;Tb927.9.13680:mRNA-p1;Tb927.9.13655:mRNA-p1;Tb927.9.13650:mRNA-p1	6;6;6;6;6	6;6;6;6;6	6;6;6;6;6	;;;;	5	6	6	6	5	6	5	6	5	6	39	39	39	20.624	182	182;182;182;182;182	9.88				7				10	0	67.159	By MS/MS	By MS/MS	28	39	29578000	15946000	13631000	2957800	1594600	1363100	4778300	3404100	7	10	17				2014	4214;4555;5534;6667;6876;7474	True;True;True;True;True;True	4579;4950;4951;6022;7330;7331;7634;8292	10586;11484;11485;11486;11487;11488;13962;13963;17080;17081;17082;17083;17084;17919;17920;19572;19573	11862;12881;12882;12883;12884;12885;15525;15526;19040;19041;19042;19043;19044;19990;19991;21804;21805	11862;12882;15525;19043;19991;21804	1174;1175	22;110
