Gene_id,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides DEAC2,Peptides SM,Razor + unique peptides DEAC2,Razor + unique peptides SM,Unique peptides DEAC2,Unique peptides SM,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Fraction 2,Fraction 3,Fraction 4,Fraction 11,Fraction 12,Fraction 13,Fraction 14,Q-value,Score,Identification type DEAC2,Identification type SM,Sequence coverage DEAC2 [%],Sequence coverage SM [%],Intensity,Intensity DEAC2,Intensity SM,iBAQ,iBAQ DEAC2,iBAQ SM,LFQ intensity DEAC2,LFQ intensity SM,MS/MS count DEAC2,MS/MS count SM,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Gene_desc,Log2 H/L,Log10 (Int H*L),Group,Glycosome status ,log2_DEAC2,log2_ibaq_DEAC2,log2_int_DEAC2,log10_int
Tb927.11.7650,Tb927.11.7650.1-p1;Tb11.0350:mRNA-p1,Tb927.11.7650.1-p1;Tb11.0350:mRNA-p1,5;5,5;5,5;5,;,2,5,5,5,4,3,4,3,4,3,13.1,13.1,13.1,51.665,480,480;480,7.29,,,4.0,,,,3.0,,0.0,32.705,By MS/MS,By MS/MS,11.7,6.5,2421600,1288300,1133300,110070.0,58559.0,51512.0,308030,340660.0,4,3,7,,,,100,1171;2367;5979;9793;10854,True;True;True;True;True,1260;2577;6506;10797;11950,3111;3112;6066;6067;15120;25492;28273,3592;3593;6822;6823;16843;28293;31305,3593;6822;16843;28293;31305,,,hypothetical protein,,,,,0.32192809488736235,0.1837213126900237,0.18158650901986206,6.384102407948516
Tb927.11.715,Tb927.11.715:mRNA-p1;Tb927.11.18680:mRNA-p1;Tb11.0845:mRNA-p1,Tb927.11.715:mRNA-p1;Tb927.11.18680:mRNA-p1;Tb11.0845:mRNA-p1,3;3;3,3;3;3,3;3;3,;;,3,3,3,3,2,3,2,3,2,3,44.4,44.4,44.4,10.429,90,90;90;90,9.71,,,,3.0,,,,4.0,0.0,34.964,By MS/MS,By MS/MS,32.2,44.4,5163900,2197400,2966500,1291000.0,549360.0,741620.0,979510,498820.0,5,5,10,,,,101,1450;6834;11245,True;True;True,1560;7584;7585;12383,3736;3737;17797;17798;17799;17800;29236,4283;4284;19869;19870;19871;19872;19873;19874;19875;32416,4283;19869;32416,75;76,14;18,"dynein light chain LC8, putative",,,,,0.0,-0.43267195432927963,-0.4292029935526894,6.712977823472636
Tb927.4.1100,Tb927.4.1100:mRNA-p1;Tb927.11.680:mRNA-p1;Tb11.0880:mRNA-p1,Tb927.4.1100:mRNA-p1;Tb927.11.680:mRNA-p1;Tb11.0880:mRNA-p1,4;4;4,4;4;4,4;4;4,;;,3,4,4,4,2,4,2,4,2,4,30.8,30.8,30.8,18.015,159,159;159;159,9.86,2.0,,,,1.0,,,4.0,0.0,34.654,By MS/MS,By MS/MS,15.1,30.8,1873200,156270,1717000,234150.0,19533.0,214620.0,300220,395770.0,3,6,9,,,,102,3879;4068;9186;10037,True;True;True;True,4220;4424;10127;11059,9893;9894;10290;23896;23897;26133;26134,11108;11109;11110;11543;26477;26478;29081;29082;29083,11108;11543;26478;29082,,,"ribosomal protein L21E (60S), putative",,,,,-0.8073549220576042,-3.432769155647389,-3.2840031624539816,6.2726003780475414
Tb11.v5.0296,Tb11.v5.0296.1-p1;Tb11.0920:pseudogenic_transcript-p1;Tb927.11.18910.1-p1,Tb11.v5.0296.1-p1;Tb11.0920:pseudogenic_transcript-p1;Tb927.11.18910.1-p1,1;1;1,1;1;1,1;1;1,;;,3,1,1,1,0,1,0,1,0,1,2.2,2.2,2.2,48.097,449,449;489;496,11.0,,,,,1.0,,,,0.0036138000000000003,7.0028,,By MS/MS,0.0,2.2,283580,0,283580,11816.0,0.0,11816.0,0,122510.0,0,1,1,,,,103,4742,True,5174,12039,13498,13498,,,"variant surface protein, atypical (VSG), putative",,,,,-1.0,-5.016346453513945,-3.7783300827447848,5.45267559817561
Tb11.1420,Tb11.1420:mRNA-p1;Tb11.1370.1-p1;Tb927.11.1850:mRNA-p1,Tb11.1420:mRNA-p1;Tb11.1370.1-p1;Tb927.11.1850:mRNA-p1,1;1;1,1;1;1,1;1;1,;;,3,1,1,1,0,1,0,1,0,1,3.2,3.2,3.2,50.917,440,440;440;495,13.0,,,,,,,1.0,,0.0088106,6.4752,,By MS/MS,0.0,3.2,78174,0,78174,2521.8,0.0,2521.8,0,18520.0,0,1,1,,,,105,108,True,112,259,284,284,,,hypothetical protein,,,,,-1.0,-2.943718589119915,-2.1721093792499455,4.893062334465535
Tb927.11.1840,Tb927.11.1840:mRNA-p1;Tb11.1380.1-p1,Tb927.11.1840:mRNA-p1;Tb11.1380.1-p1,10;10,10;10,10;10,;,2,10,10,10,1,10,1,10,1,10,28.1,28.1,28.1,45.633,399,399;399,12.9,,,,1.0,,,11.0,7.0,0.0,96.329,By MS/MS,By MS/MS,3.8,28.1,5658800,211150,5447700,257220.0,9597.7,247620.0,0,1239600.0,1,14,15,,,,106,655;2139;2223;4459;5340;6086;8343;8389;9239;11244,True;True;True;True;True;True;True;True;True;True,705;2322;2412;4843;4844;5819;6623;9214;9268;10184;12382,1731;1732;5543;5764;5765;11184;11185;11186;11187;13531;15375;21689;21863;21864;24027;24028;24029;29234;29235,2046;6248;6501;12538;12539;15070;15071;17159;24062;24252;26628;26629;26630;26631;32415,2046;6248;6501;12539;15071;17159;24062;24252;26629;32415,78,127,"hypothetical protein, conserved",-0.080392302,15.99857858,i,red,-2.9068905956085187,-4.6359428883664195,-4.550402669306625,6.752728182177832
Tb927.11.1810,Tb927.11.1810:mRNA-p1;Tb11.1410.1-p1,Tb927.11.1810:mRNA-p1;Tb11.1410.1-p1,1;1,1;1,1;1,;,2,1,1,1,0,1,0,1,0,1,4.1,4.1,4.1,33.748000000000005,318,318;318,14.0,,,,,,,,2.0,0.009587700000000001,6.3063,,By MS/MS,0.0,4.1,319580,0,319580,24583.0,0.0,24583.0,0,71076.0,0,2,2,,,,107,8583,True,9476;9477,22399;22400,24834;24835,24835,79,188,"Ring finger domain containing protein, putative",,,,,-1.5849625007211563,-6.049927594356731,-3.9388583043615606,5.504579592414722
Tb11.1790.1-p1,Tb11.1790.1-p1;Tb927.2.240:mRNA-p1;Tb927.2.1170:mRNA-p1;Tb927.2.720:pseudogenic_transcript-p1;Tb927.2.980:pseudogenic_transcript-p1;Tb927.2.1080:mRNA-p1;Tb927.4.250:mRNA-p1;Tb927.1.420:mRNA-p1;Tb927.11.4770:pseudogenic_transcript-p1,Tb11.1790.1-p1;Tb927.2.240:mRNA-p1;Tb927.2.1170:mRNA-p1,4;2;2;1;1;1;1;1;1,2;1;1;1;1;0;1;1;0,2;1;1;1;1;0;1;1;0,;;,9,4,2,2,4,2,2,1,2,1,6.3,3.1,3.1,77.705,684,684;674;675;145;155;674;675;675;775,5.33,,2.0,,,,1.0,,,0.0,13.117,By MS/MS,By MS/MS,6.3,3.2,277640,209590,68057,6456.8,4874.1,1582.7,169670,0.0,2,1,3,,,,108,2296;4982;8659;10522,False;False;True;True,2493;5435;9557;11585,5914;12680;12681;12682;22562;27386;27387,6661;14174;14175;14176;25014;30390;30391,6661;14175;25014;30391,,,"retrotransposon hot spot protein (RHS, pseudogene), putative",,,,,0.5849625007211562,1.4221114539179986,1.3598102958674554,5.443492985244261
Tb927.7.4690,Tb927.7.4690:mRNA-p1;Tb11.v5.0153.1-p1,Tb927.7.4690:mRNA-p1;Tb11.v5.0153.1-p1,7;7,7;7,7;7,;,2,7,7,7,7,5,7,5,7,5,27.9,27.9,27.9,34.797,319,319;319,8.29,,,,8.0,,,,6.0,0.0,110.75,By MS/MS,By MS/MS,27.9,21.9,7931800,4705400,3226400,417460.0,247650.0,169810.0,1198700,1020300.0,9,7,16,,,,109,2214;7361;7519;7599;8985;9766;9767,True;True;True;True;True;True;True,2400;8168;8341;8342;8427;9907;10769;10770,5737;5738;19270;19271;19272;19696;19697;19910;19911;23382;23383;25441;25442;25443,6473;6474;21463;21464;21465;21466;21467;21936;21937;22159;22160;25890;25891;28241;28242;28243,6474;21467;21937;22159;25890;28241;28243,80,222,hypothetical protein,,,,,0.32192809488736235,0.5433770592683442,0.541277077778676,6.899371754954414
Tb927.7.4700,Tb927.7.4700:mRNA-p1;Tb11.v5.0154.1-p1,Tb927.7.4700:mRNA-p1;Tb11.v5.0154.1-p1,1;1,1;1,1;1,;,2,1,1,1,1,1,1,1,1,1,2.0,2.0,2.0,77.7,698,698;698,7.0,,1.0,,,,1.0,,,0.0026983000000000003,7.5663,By MS/MS,By MS/MS,2.0,2.0,52091,52091,0,1370.8,1370.8,0.0,42169,0.0,1,1,2,,,,110,9817,True,10821,25584;25585,28442;28443,28442,,,"WD domain, G-beta repeat, putative",,,,,0.0,2.2137143941147377,1.7384468770770898,4.716762694739536
Tb11.v5.0159,Tb11.v5.0159.1-p1;Tb927.7.4760:mRNA-p1,Tb11.v5.0159.1-p1;Tb927.7.4760:mRNA-p1,3;3,3;3,3;3,;,2,3,3,3,3,2,3,2,3,2,10.1,10.1,10.1,53.378,493,493;539,7.0,,,3.0,,,,2.0,,0.0,26.508000000000003,By MS/MS,By MS/MS,10.1,7.7,2834600,1410800,1423800,149190.0,74254.0,74936.0,377100,376580.0,4,3,7,,,,111,3393;5368;10050,True;True;True,3687;5851;11073,8667;13612;13613;26167;26168,9774;15157;15158;15159;15160;29115;29116,9774;15159;29116,,,"hypothetical protein, conserved",,,,,0.32192809488736235,-0.013123944225295637,-0.01302811003706835,6.452491782788313
Tb927.7.4770,Tb927.7.4770:mRNA-p1;Tb11.v5.0160.1-p1,Tb927.7.4770:mRNA-p1;Tb11.v5.0160.1-p1,5;5,5;5,5;5,;,2,5,5,5,4,4,4,4,4,4,28.3,28.3,28.3,21.225,198,198;198,9.45,,,,5.0,,,,6.0,0.0,44.468,By MS/MS,By MS/MS,24.2,23.7,8185900,2972700,5213200,818590.0,297270.0,521320.0,708040,1342700.0,5,6,11,,,,112,2675;4853;6956;7562;10246,True;True;True;True;True,2916;5292;7719;7720;7721;8388;11279,6929;6930;12287;18112;18113;18114;18115;18116;19831;19832;26644,7778;7779;13758;20207;20208;20209;20210;20211;20212;22076;22077;29626,7779;13758;20212;22077;29626,81;82,95;101,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative",2.626717834,14.4785656,iii,green,-0.22239242133644802,-0.8096103458195792,-0.8057729699165948,6.913066434944792
Tb927.7.4810,Tb927.7.4810:mRNA-p1;Tb11.v5.0163.1-p1,Tb927.7.4810:mRNA-p1;Tb11.v5.0163.1-p1,2;2,2;2,2;2,;,2,2,2,2,0,2,0,2,0,2,6.1,6.1,6.1,52.176,458,458;458,13.3,,,,,,,2.0,1.0,0.0,15.482999999999999,,By MS/MS,0.0,6.1,314320,0,314320,12573.0,0.0,12573.0,0,77582.0,0,3,3,,,,113,3620;10289,True;True,3940;11326,9277;9278;26777,10406;10407;29766,10406;29766,,,"HD domain containing protein, putative",0.360097181,12.63120448,i,red,-2.0,-5.103247284559333,-3.916488645088066,5.49737201580375
Tb927.7.4860,Tb927.7.4860:mRNA-p1;Tb11.v5.0168.1-p1,Tb927.7.4860:mRNA-p1;Tb11.v5.0168.1-p1,1;1,1;1,1;1,;,2,1,1,1,1,1,1,1,1,1,3.5,3.5,3.5,36.991,339,339;339,9.0,,,,1.0,,,,1.0,0.0026866999999999998,7.5209,By MS/MS,By MS/MS,3.5,3.5,676180,516990,159190,37565.0,28721.0,8843.8,0,47987.0,1,1,2,,,,114,548,True,582,1478;1479,1756;1757,1756,,,kinetoplastid kinetochore protein 13,,,,,0.0,1.65798502373785,1.5712134168589085,5.830062321090956
Tb927.7.4890,Tb927.7.4890:mRNA-p1;Tb11.v5.0170.1-p1,Tb927.7.4890:mRNA-p1;Tb11.v5.0170.1-p1,6;6,6;6,6;6,;,2,6,6,6,6,0,6,0,6,0,9.0,9.0,9.0,92.655,853,853;853,2.0,,6.0,,,,,,,0.0,41.06100000000001,By MS/MS,,9.0,0.0,1039000,1039000,0,29686.0,29686.0,0.0,841090,0.0,7,0,7,,,,115,3330;3911;4422;5296;7458;8948,True;True;True;True;True;True,3616;4254;4803;5774;8275;9867,8490;9955;11108;13441;19541;23277,9565;11175;12453;14974;21768;21769;25771,9565;11175;12453;14974;21768;25771,,,Present in the outer mitochondrial membrane proteome 34,,,,,3.0,6.318301292824439,5.5731517799527515,6.016615547557177
Tb927.7.4900,Tb927.7.4900:mRNA-p1;Tb11.v5.0171.1-p1,Tb927.7.4900:mRNA-p1;Tb11.v5.0171.1-p1,33;33,33;33,33;33,;,2,33,33,33,33,24,33,24,33,24,27.4,27.4,27.4,158.67,1418,1418;1418,4.01,44.0,32.0,1.0,,26.0,2.0,,,0.0,270.56,By MS/MS,By MS/MS,27.4,17.3,41654000,25128000,16526000,603670.0,364170.0,239500.0,18540000,10433000.0,90,31,121,,,,116,106;137;1155;1244;1630;1634;1832;2132;2357;2386;2431;2581;3231;3253;3458;5313;5462;5496;5820;5989;6608;6637;7305;7316;7358;8039;8335;8737;8911;9316;10092;10172;11237,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,110;145;1241;1335;1766;1771;1990;2313;2565;2596;2649;2650;2816;3506;3507;3532;3757;5792;5948;5983;6327;6518;7239;7285;7286;8106;8107;8119;8120;8165;8894;8895;9205;9206;9636;9828;10268;11116;11200;12374,255;256;407;408;409;3079;3080;3268;3269;3270;4239;4240;4252;4253;4254;4840;4841;4842;5529;5530;5531;6047;6048;6049;6050;6105;6106;6107;6340;6341;6342;6343;6344;6345;6714;6715;6716;8277;8278;8339;8340;8341;8835;8836;8837;13469;13470;13815;13816;13817;13875;13876;13877;14721;14722;15139;15140;15141;16873;16874;16961;16962;16963;16964;16965;16966;16967;19151;19152;19179;19180;19181;19182;19183;19266;19267;20901;20902;20903;20904;20905;20906;20907;20908;20909;21669;21670;21671;21672;21673;22744;22745;23197;23198;23199;24244;24245;24246;26279;26280;26281;26452;26453;29223;29224,279;280;471;472;473;3556;3767;3768;3769;3770;4847;4848;4860;4861;4862;4863;4864;5481;5482;5483;6232;6233;6801;6802;6803;6804;6805;6861;6862;6863;7146;7147;7148;7149;7150;7151;7152;7153;7550;7551;7552;7553;9321;9322;9323;9397;9398;9399;9956;9957;9958;9959;15003;15004;15005;15006;15370;15371;15372;15433;15434;15435;16403;16404;16405;16406;16407;16408;16864;16865;16866;18801;18895;18896;18897;18898;18899;18900;21328;21329;21330;21331;21359;21360;21361;21362;21363;21364;21365;21459;21460;23190;23191;23192;23193;23194;23195;23196;23197;24041;24042;24043;24044;24045;25205;25206;25207;25679;25680;25681;25682;25683;26885;26886;26887;26888;29238;29239;29240;29430;29431;32403,279;472;3556;3770;4848;4864;5481;6233;6803;6863;7146;7553;9321;9399;9959;15003;15371;15435;16406;16866;18801;18898;21331;21362;21459;23194;24044;25206;25679;26888;29240;29431;32403,83;84;85;86;87;88;89,109;141;659;890;1086;1266;1301,5'-3' exoribonuclease A,0.177216536,16.65604249,i,red,1.5077946401986964,0.6038105493261228,0.6038928303765966,7.619656712693948
Tb927.7.4970,Tb927.7.4970:mRNA-p1;Tb11.v5.0178.1-p1,Tb927.7.4970:mRNA-p1;Tb11.v5.0178.1-p1,2;2,2;2,2;2,;,2,2,2,2,0,2,0,2,0,2,6.0,6.0,6.0,42.433,381,381;421,14.0,,,,,,,,2.0,0.0,13.571,,By MS/MS,0.0,6.0,87503,0,87503,4605.4,0.0,4605.4,0,26378.0,0,3,3,,,,117,4520;5892,True;True,4910;6414,11365;14954,12742;12743;16683,12743;16683,,,"glutamine synthetase, putative",0.282261867,15.69441206,i,red,-2.0,-3.725159838112582,-2.3002143927104637,4.9420229428635825
Tb927.7.4980,Tb927.7.4980:mRNA-p1;Tb11.v5.0179.1-p1,Tb927.7.4980:mRNA-p1;Tb11.v5.0179.1-p1,1;1,1;1,1;1,;,2,1,1,1,1,1,1,1,1,1,3.5,3.5,3.5,43.431000000000004,395,395;395,9.0,,,,1.0,,,,1.0,0.0027026999999999997,7.5944,By MS/MS,By MS/MS,3.5,3.5,176910,70419,106490,8845.3,3521.0,5324.4,0,32100.0,2,1,3,,,,118,11160,True,12288,29042;29043,32217;32218;32219,32218,,,Present in the outer mitochondrial membrane proteome 35,,,,,0.5849625007211562,-0.5486137418943797,-0.47411853309734014,5.2477499276011415
Tb927.7.5020,Tb927.7.5020:mRNA-p1;Tb927.7.5000:mRNA-p1;Tb11.v5.0182.1-p1;Tb11.v5.0181.1-p1,Tb927.7.5020:mRNA-p1;Tb927.7.5000:mRNA-p1;Tb11.v5.0182.1-p1;Tb11.v5.0181.1-p1,3;3;3;3,3;3;3;3,3;3;3;3,;;;,4,3,3,3,3,3,3,3,3,3,10.8,10.8,10.8,29.408,260,260;260;260;260,8.57,3.0,2.0,,,3.0,1.0,2.0,3.0,0.0,20.129,By MS/MS,By MS/MS,10.8,10.8,3684900,771570,2913300,460610.0,96446.0,364160.0,928300,1035900.0,4,8,12,,,,119,5172;7558;10822,True;True;True,5644;8383;11916,13138;13139;13140;19820;19821;19822;19823;19824;19825;28206;28207;28208;28209;28210,14654;14655;14656;22067;22068;22069;31223;31224;31225;31226;31227;31228,14655;22068;31227,,,"60S ribosomal protein L19, putative",,,,,-0.84799690655495,-1.912646507064968,-1.886691325540313,6.566422170816904
Tb927.10.5930,Tb927.10.5930:mRNA-p1;Tb927.10.5950:mRNA-p1;Tb927.10.5940:mRNA-p1;Tb11.v5.0190.1-p1,Tb927.10.5930:mRNA-p1;Tb927.10.5950:mRNA-p1;Tb927.10.5940:mRNA-p1;Tb11.v5.0190.1-p1,5;5;5;5,5;5;5;5,5;5;5;5,;;;,4,5,5,5,2,4,2,4,2,4,12.4,12.4,12.4,54.748999999999995,490,490;494;494;494,8.25,,,2.0,2.0,,,4.0,,0.0,33.499,By MS/MS,By MS/MS,6.1,9.2,6794700,5772100,1022600,271790.0,230880.0,40903.0,1696900,0.0,2,4,6,,,,120,240;5495;8041;9518;10268,True;True;True;True;True,252;5982;8897;10491;11304,680;681;13874;20912;24786;26740;26741;26742,804;15432;23200;27504;29727;29728,804;15432;23200;27504;29728,,,"NEK family Serine/threonine-protein kinase, putative",,,,,-0.7369655941662062,2.4859899117320237,2.4713034554613333,6.832170286495919
Tb11.v5.0191,Tb11.v5.0191.1-p1;Tb927.10.5960:mRNA-p1,Tb11.v5.0191.1-p1;Tb927.10.5960:mRNA-p1,1;1,1;1,1;1,;,2,1,1,1,0,1,0,1,0,1,2.7,2.7,2.7,45.708999999999996,405,405;459,13.0,,,,,,,1.0,,0.008819200000000001,6.4872,,By MS/MS,0.0,2.7,147300,0,147300,7364.8,0.0,7364.8,0,34895.0,0,1,1,,,,121,8756,True,9655,22789,25252,25252,,,"ELMO/CED-12 family, putative",,,,,-1.0,-4.361015893519829,-2.927470153001904,5.168202746842631
Tb927.10.6030,Tb927.10.6030:mRNA-p1;Tb11.v5.0196.1-p1,Tb927.10.6030:mRNA-p1;Tb11.v5.0196.1-p1,1;1,1;1,1;1,;,2,1,1,1,1,0,1,0,1,0,4.1,4.1,4.1,29.353,266,266;266,4.0,,,,1.0,,,,,0.0095785,6.3011,By MS/MS,,4.1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,1,0,1,,,,122,3076,True,3342,7888,8883,8883,,,"proteasome subunit alpha type-1, putative",-0.10691742300000001,16.35578566,i,red,1.0,0.0,0.0,-inf
Tb927.10.6060,Tb927.10.6060:mRNA-p1;Tb11.v5.0199.1-p1,Tb927.10.6060:mRNA-p1;Tb11.v5.0199.1-p1,6;6,6;6,6;6,;,2,6,6,6,6,6,6,6,6,6,58.2,58.2,58.2,21.836,213,213;213,8.86,,1.0,1.0,9.0,,,,11.0,0.0,120.95,By MS/MS,By MS/MS,58.2,58.2,64553000,36746000,27806000,4303500.0,2449800.0,1853700.0,8501200,10015000.0,8,12,20,,,,123,144;145;146;1951;1953;3356,True;True;True;True;True;True,152;153;154;2118;2120;2121;3645;3646;3647,422;423;424;425;426;427;428;429;430;431;432;5123;5124;5125;5128;5129;5130;8549;8550;8551;8552;8553,487;488;489;490;491;492;493;494;495;5779;5780;5781;5784;5785;5786;5787;9639;9640;9641;9642;9643,488;493;494;5779;5784;9642,90;91;92,40;94;99,universal minicircle sequence binding protein 2,-0.027585907000000003,17.12558705,i,red,-0.5305147166987798,0.40218486345776344,0.4019097965070559,7.809909702458489
Tb927.5.291b,Tb927.5.291b:mRNA-p1;Tb11.v5.0213.1-p1,Tb927.5.291b:mRNA-p1;Tb11.v5.0213.1-p1,2;2,2;2,2;2,;,2,2,2,2,1,2,1,2,1,2,10.8,10.8,10.8,36.936,333,333;339,10.7,,,,1.0,,,,2.0,0.0,15.674000000000001,By MS/MS,By MS/MS,6.6,10.8,1696300,986740,709540,89278.0,51934.0,37344.0,0,213890.0,1,4,5,,,,124,7814;11301,True;True,8655;12441,20442;29350;29351,22714;22715;32530;32531;32532,22714;32532,,,"variant surface glycoprotein (VSG)-related, putative",,,,,-1.3219280948873622,0.47174930666438,0.4633875228873721,6.229497541563442
Tb927.5.295b,Tb927.5.295b:mRNA-p1;Tb11.v5.0214.1-p1,Tb927.5.295b:mRNA-p1;Tb11.v5.0214.1-p1,2;2,2;2,1;1,;,2,2,2,1,2,1,2,1,1,1,2.7,2.7,1.0,95.12700000000001,829,829;829,5.33,,2.0,,,,1.0,,,0.0,14.103,By MS/MS,By MS/MS,2.7,1.0,568980,446730,122250,10735.0,8428.8,2306.6,361630,0.0,3,2,5,,,,125,895;2856,True;True,962;3108,2408;7388;7389,2804;2805;8317;8318;8319,2804;8317,,,retrotransposon hotspot (RHS) protein 1,,,,,0.41503749927884376,1.7143853513524059,1.6981668337041496,5.755097000942886
Tb927.5.309b,Tb927.5.309b:mRNA-p1;Tb11.v5.0216.1-p1,Tb927.5.309b:mRNA-p1;Tb11.v5.0216.1-p1,6;6,6;6,3;3,;,2,6,6,3,6,3,6,3,3,1,12.7,12.7,5.9,43.143,393,393;393,5.92,1.0,7.0,8.0,,2.0,4.0,3.0,,0.0,67.62100000000001,By MS/MS,By MS/MS,12.7,10.2,25199000,21382000,3817000,1326300.0,1125400.0,200890.0,7044900,5263800.0,16,10,26,,,,126,1;2556;5119;5154;9304;10768,True;True;True;True;True;True,1;2;2790;5586;5625;10256;11858,1;2;3;4;6657;6658;6659;12991;12992;13089;13090;24218;24219;24220;24221;24222;24223;24224;24225;24226;24227;24228;24229;28071;28072,1;2;3;4;7501;7502;7503;14497;14498;14499;14598;26854;26855;26856;26857;26858;26859;26860;26861;26862;26863;26864;26865;26866;26867;31093;31094,2;7503;14497;14598;26859;31093,93,51,"invariant surface glycoprotein, putative",,,,,0.6280312226130421,2.483740117649003,2.4789879209741255,7.401383306531581
Tb927.5.410,Tb927.5.410:mRNA-p1;Tb11.v5.0226.1-p1,Tb927.5.410:mRNA-p1;Tb11.v5.0226.1-p1,4;4,4;4,4;4,;,2,4,4,4,3,4,3,4,3,4,14.2,14.2,14.2,43.047,393,393;393,8.85,,,3.0,3.0,,,4.0,3.0,0.0,31.259,By MS/MS,By MS/MS,11.5,14.2,2759900,1112700,1647200,115000.0,46364.0,68633.0,298660,442820.0,4,5,9,,,,127,2207;7580;8853;10192,True;True;True;True,2392;8408;9760;11221,5719;5720;5721;5722;19871;23019;23020;23021;23022;26495;26496;26497;26498,6455;6456;6457;6458;22120;25494;25495;29471;29472,6456;22120;25495;29472,,,"invariant surface glycoprotein, putative",,,,,-0.2630344058337938,-0.5621195220484378,-0.5567270514959468,6.440893346472835
Tb927.5.390,Tb927.5.390:mRNA-p1;Tb11.v5.0228.1-p1,Tb927.5.390:mRNA-p1;Tb11.v5.0228.1-p1,24;24,11;11,5;5,;,2,24,11,5,23,17,10,8,5,4,37.0,19.9,8.0,57.736000000000004,522,522;523,6.14,1.0,11.0,17.0,4.0,2.0,9.0,5.0,2.0,0.0,100.02,By MS/MS,By MS/MS,37.0,33.3,73772000,64515000,9256600,2235500.0,1955000.0,280500.0,20607000,11327000.0,29,15,44,,,,128,259;278;526;527;1292;1325;1849;2424;4928;4930;5209;5210;5350;5396;6018;6650;6651;8458;8958;10244;10245;10366;10789;11268,True;False;False;False;False;True;False;True;True;False;False;True;False;True;True;False;False;True;False;True;True;False;True;False,273;292;557;558;1388;1421;2010;2638;5372;5374;5683;5684;5830;5879;6547;6548;7301;7302;7303;7304;9338;9878;11277;11278;11418;11419;11881;11882;12406,731;732;760;761;762;763;764;765;1435;1436;1437;1438;3381;3382;3448;3449;3450;3451;3452;3453;4914;4915;4916;4917;4918;6183;12458;12459;12460;12461;12462;12463;12464;12465;12466;12468;12469;12470;12471;12472;12473;12474;13228;13229;13230;13231;13232;13233;13234;13235;13236;13237;13238;13569;13570;13667;13668;13669;13670;13671;15184;15185;15186;16992;16993;16994;16995;16996;16997;16998;16999;17000;17001;17002;17003;17004;17005;17006;17007;17008;22089;22090;22091;22092;22093;23321;23322;23323;23324;26637;26638;26639;26640;26641;26642;26643;26998;26999;27000;27001;27002;27003;27004;27005;27006;27007;27008;28121;28122;28123;28124;28125;28126;28127;28128;28129;28130;28131;28132;29277;29278;29279;29280,861;862;894;895;896;897;898;899;900;901;1707;1708;1709;1710;3884;3885;3951;3952;3953;5557;5558;5559;5560;6948;13948;13949;13950;13951;13952;13953;13954;13955;13957;13958;13959;13960;13961;14755;14756;14757;14758;14759;15113;15114;15212;15213;15214;15215;16912;16913;16914;16915;16916;18933;18934;18935;18936;18937;18938;18939;18940;18941;18942;18943;18944;18945;18946;18947;18948;18949;18950;18951;18952;18953;18954;18955;18956;18957;24503;24504;24505;25823;29618;29619;29620;29621;29622;29623;29624;29625;29973;29974;29975;29976;29977;29978;29979;29980;29981;29982;29983;31145;31146;31147;31148;31149;31150;31151;31152;31153;32457;32458;32459;32460,862;898;1707;1708;3884;3952;5558;6948;13951;13958;14756;14759;15114;15213;16912;18944;18954;24504;25823;29619;29625;29981;31153;32457,94;95;96;97,109;207;227;366,"75 kDa invariant surface glycoprotein, putative",,,,,0.9068905956085185,2.79943757867517,2.798108595902147,7.8678892027837914
