Gene_id,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides DM-dig,Peptides DM-tx,Peptides TbGPI12-dig,Peptides TbGPI12-tx,Razor + unique peptides DM-dig,Razor + unique peptides DM-tx,Razor + unique peptides TbGPI12-dig,Razor + unique peptides TbGPI12-tx,Unique peptides DM-dig,Unique peptides DM-tx,Unique peptides TbGPI12-dig,Unique peptides TbGPI12-tx,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Fraction 2,Fraction 11,Fraction 12,Fraction 31,Fraction 32,Fraction 41,Fraction 42,Q-value,Score,Identification type DM-dig,Identification type DM-tx,Identification type TbGPI12-dig,Identification type TbGPI12-tx,Sequence coverage DM-dig [%],Sequence coverage DM-tx [%],Sequence coverage TbGPI12-dig [%],Sequence coverage TbGPI12-tx [%],Intensity,Intensity DM-dig,Intensity DM-tx,Intensity TbGPI12-dig,Intensity TbGPI12-tx,iBAQ,iBAQ DM-dig,iBAQ DM-tx,iBAQ TbGPI12-dig,iBAQ TbGPI12-tx,LFQ intensity DM-dig,LFQ intensity DM-tx,LFQ intensity TbGPI12-dig,LFQ intensity TbGPI12-tx,MS/MS count DM-dig,MS/MS count DM-tx,MS/MS count TbGPI12-dig,MS/MS count TbGPI12-tx,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Gene_desc,Log2 H/L,Log10 (Int H*L),Group,Glycosome status ,log2_ms_dig,log2_ms_tx,log10_int_dig,log10_int_tx,log2_ibaq_dig,log2_ibag_tx,log2_lfq_dig,log2_lfq_tx,log2_ibaq_tx,log2_int_dig,log2_int_tx
Tb927.7.4840,Tb927.7.4840:mRNA-p1;Tb11.v5.0166.1-p1,Tb927.7.4840:mRNA-p1;Tb11.v5.0166.1-p1,2;2,2;2,2;2,;,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,2,8.7,8.7,8.7,38.168,334,334;334,17.0,,2.0,,,,2.0,,,0.0,14.544,By MS/MS,,,By MS/MS,8.7,0.0,0.0,8.7,524100,404820,0,0,119280,29117.0,22490.0,0.0,0.0,6626.8,95315.0,0,0,82606.0,3,0,0,3,6,,,,80,3622;5513,True;True,3987;6043,8763;8764;13433;13434,10344;10345;16023;16024;16025;16026,10344;16026,,,"hypothetical protein, conserved",,,,,-2.0,2.0,5.607261960538938,5.076567630444938,-5.541690709905908,3.6449241975108038,-4.261648006138438,2.293000012580731,3.6449241975108038,-4.754619848384707,2.7562715975020344
Tb927.7.4910,Tb927.7.4910:mRNA-p1;Tb11.v5.0172.1-p1,Tb927.7.4910:mRNA-p1;Tb11.v5.0172.1-p1,1;1,1;1,1;1,;,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,3.3,3.3,3.3,40.483000000000004,369,369;369,32.0,,,,,,1.0,,,0.0,21.825,,,,By MS/MS,0.0,0.0,0.0,3.3,100110,0,0,0,100110,4352.8,0.0,0.0,0.0,4352.8,0.0,0,0,68609.0,0,0,0,2,2,,,,81,682,True,733,1606,1869;1870,1870,,,"hypothetical protein, conserved",0.139968911,14.84649476,i,red,0.0,1.584962500721156,-inf,5.000477461374455,0.0,3.09758246158701,0.0,2.083992281266083,3.09758246158701,0.0,2.543825100602727
Tb927.7.4960,Tb927.7.4960:mRNA-p1;Tb11.v5.0177.1-p1,Tb927.7.4960:mRNA-p1;Tb11.v5.0177.1-p1,5;5,5;5,5;5,;,2,5,5,5,5,0,0,0,5,0,0,0,5,0,0,0,12.4,12.4,12.4,50.163000000000004,459,459;459,2.0,,6.0,,,,,,,0.0,42.477,By MS/MS,,,,12.4,0.0,0.0,0.0,733170,733170,0,0,0,40732.0,40732.0,0.0,0.0,0.0,157760.0,0,0,0.0,6,0,0,0,6,,,,82,3078;3102;3825;4173;4391,True;True;True;True;True,3336;3362;4209;4581;4582;4813,7335;7384;9288;10023;10024;10571,8653;8703;10974;11839;11840;12479,8653;8703;10974;11839;12479,64,388,"hypothetical protein, conserved",,,,,-2.807354922057604,0.0,5.865204686103311,-inf,-6.384631965985404,0.0,-4.958521959369575,0.0,0.0,-5.587351811529099,0.0
Tb927.7.5020,Tb927.7.5020:mRNA-p1;Tb927.7.5000:mRNA-p1;Tb11.v5.0182.1-p1;Tb11.v5.0181.1-p1,Tb927.7.5020:mRNA-p1;Tb927.7.5000:mRNA-p1;Tb11.v5.0182.1-p1;Tb11.v5.0181.1-p1,3;3;3;3,3;3;3;3,3;3;3;3,;;;,4,3,3,3,3,2,1,1,3,2,1,1,3,2,1,1,10.8,10.8,10.8,29.408,260,260;260;260;260,16.0,3.0,3.0,1.0,,,1.0,2.0,1.0,0.0,19.458,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10.8,8.1,3.5,4.6,1203900,388360,706880,23983,84642,150480.0,48545.0,88359.0,2997.8,10580.0,117020.0,719180,0,0.0,4,2,1,1,8,,,,83,2800;3988;5593,True;True;True,3039;4387;6129,6685;6686;9663;9664;9665;9666;13633;13634;13635;13636;13637,7887;11411;11412;11413;16253;16254;16255;16256,7887;11411;16255,,,"60S ribosomal protein L19, putative",,,,,-1.3219280948873622,-0.5849625007211563,5.615258626309899,5.898462990387029,-3.812116996388999,-2.994956339849327,-4.543609545402284,0.0,-2.994956339849327,-3.352147564589373,-2.787779196663243
Tb927.10.6030,Tb927.10.6030:mRNA-p1;Tb11.v5.0196.1-p1,Tb927.10.6030:mRNA-p1;Tb11.v5.0196.1-p1,6;6,6;6,6;6,;,2,6,6,6,2,5,0,0,2,5,0,0,2,5,0,0,32.3,32.3,32.3,29.353,266,266;266,29.6,2.0,,,,,,5.0,,0.0,44.12,By MS/MS,By MS/MS,,,9.0,28.2,0.0,0.0,689330,137770,551560,0,0,43083.0,8610.8,34472.0,0.0,0.0,0.0,483560,0,0.0,3,11,0,0,14,,,,84,1715;2118;2968;3441;3788;3801,True;True;True;True;True;True,1862;2308;3214;3724;4167;4181,3997;4971;4972;7017;8142;9183;9218,4622;4623;5770;5771;5772;5773;8283;8284;9578;9579;10854;10855;10856;10892,4623;5773;8284;9579;10854;10892,,,"proteasome subunit alpha type-1, putative",-0.10691742300000001,16.35578566,i,red,-2.0,-3.584962500721156,5.1391546584069046,5.741592762925902,-4.205702630197738,-5.927661576516973,0.0,0.0,-5.927661576516973,-3.2996435114189078,-4.7875581749279705
Tb927.10.6060,Tb927.10.6060:mRNA-p1;Tb11.v5.0199.1-p1,Tb927.10.6060:mRNA-p1;Tb11.v5.0199.1-p1,5;5,5;5,5;5,;,2,5,5,5,4,3,2,0,4,3,2,0,4,3,2,0,52.1,52.1,52.1,21.836,213,213;213,13.9,8.0,,2.0,,,,4.0,,0.0,50.093,By MS/MS,By MS/MS,By MS/MS,,46.0,21.6,15.5,0.0,1758700,1297600,331140,130030,0,117250.0,86504.0,22076.0,8669.0,0.0,825090.0,296600,822650,0.0,12,5,2,0,19,,,,85,85;86;87;1070;1862,True;True;True;True;True,90;91;92;1162;2025;2026,184;185;186;187;188;2488;2489;2490;2491;2492;4350;4351;4352;4353,229;230;231;232;233;234;2870;2871;2872;2873;2874;2875;2876;2877;5017;5018;5019;5020;5021,229;232;234;2872;5021,65;66,94;99,universal minicircle sequence binding protein 2,-0.027585907000000003,17.12558705,i,red,-2.115477217419936,-2.584962500721156,6.154615665577797,5.520011644448907,-3.2471748326682013,-5.297962935896496,-0.004245719205707624,0.0,-5.297962935896496,-3.172945006038226,-4.085840081154938
Tb11.v5.0325,Tb11.v5.0325.1-p1;Tb927.5.295b:mRNA-p1;Tb11.v5.0214.1-p1,Tb11.v5.0325.1-p1;Tb927.5.295b:mRNA-p1;Tb11.v5.0214.1-p1,1;1;1,1;1;1,1;1;1,;;,3,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,4.3,4.3,4.3,36.986,325,325;829;829,2.0,,1.0,,,,,,,0.0041736,6.7245,By MS/MS,,,,4.3,0.0,0.0,0.0,34357,34357,0,0,0,1636.0,1636.0,0.0,0.0,0.0,8162.4,0,0,0.0,1,0,0,0,1,,,,86,508,True,538,1139,1302,1302,,,"retrotransposon hot spot (RHS) protein, putative",,,,,-1.0,0.0,4.536015234893578,-inf,-2.109617359481978,0.0,-1.3544503524763825,0.0,0.0,-1.6808600131044702,0.0
Tb927.5.450,Tb927.5.450:mRNA-p1;Tb11.v5.0222.1-p1,Tb927.5.450:mRNA-p1;Tb11.v5.0222.1-p1,6;6,6;6,6;6,;,2,6,6,6,6,0,0,0,6,0,0,0,6,0,0,0,12.7,12.7,12.7,55.32,496,496;496,2.0,,10.0,,,,,,,0.0,42.403,By MS/MS,,,,12.7,0.0,0.0,0.0,712880,712880,0,0,0,29703.0,29703.0,0.0,0.0,0.0,148440.0,0,0,0.0,11,0,0,0,11,,,,87,1053;1794;1875;3472;4548;5747,True;True;True;True;True;True,1144;1145;1948;2039;3765;3766;4978;6298,2463;2464;4202;4387;4388;8229;8230;10913;10914;13990,2841;2842;2843;4848;5066;5067;9677;9678;12880;12881;16675,2843;4848;5066;9677;12880;16675,67;68,358;407,"NADH-ubiquinone oxidoreductase, mitochondrial, putative",-0.016836464,14.10230791,i,red,-3.584962500721156,0.0,5.8530164306598556,-inf,-5.935475036543659,0.0,-4.873580707249629,0.0,0.0,-5.5477170935115865,0.0
Tb927.10.5220,Tb927.10.5220:mRNA-p1;Tb11.v5.0235.1-p1;REV__Tb11.v5.0485.1-p1;REV__Tb927.10.9280:mRNA-p1,Tb927.10.5220:mRNA-p1;Tb11.v5.0235.1-p1,6;6;1;1,6;6;1;1,6;6;1;1,;,4,6,6,6,6,0,0,2,6,0,0,2,6,0,0,2,13.9,13.9,13.9,51.172,447,447;447;900;957,9.5,,6.0,,,,2.0,,,0.0,37.529,By MS/MS,,,By MS/MS,13.9,0.0,0.0,6.3,1078000,948250,0,0,129800,39928.0,35120.0,0.0,0.0,4807.3,213150.0,0,0,101080.0,7,0,0,2,9,,,,88,30;113;1583;2024;3157;3689,True;True;True;True;True;True,32;119;1722;2204;3424;4057,65;66;250;251;3681;4745;7537;8890,81;82;304;305;306;4230;5483;8898;10497,82;304;4230;5483;8898;10497,69,95,"hypothetical protein, conserved",0.473123351,13.41726707,i,red,-3.0,1.584962500721156,5.9769228513748285,5.11327469246435,-6.173518650050649,3.2248422837903457,-5.380551404644687,2.529346938887737,3.2248422837903457,-5.9516494302809795,2.8607992446304524
Tb927.10.5340,Tb927.10.5340:mRNA-p1;Tb927.10.5330:mRNA-p1;Tb11.v5.1060.1-p1;Tb11.v5.0243.1-p1,Tb927.10.5340:mRNA-p1;Tb927.10.5330:mRNA-p1;Tb11.v5.1060.1-p1;Tb11.v5.0243.1-p1,4;4;4;4,4;4;4;4,4;4;4;4,;;;,4,4,4,4,3,4,1,1,3,4,1,1,3,4,1,1,28.8,28.8,28.8,17.51,153,153;153;153;153,22.1,3.0,2.0,1.0,,1.0,1.0,4.0,1.0,0.0,28.146,By MS/MS,By MS/MS,By MS/MS,By MS/MS,19.6,28.8,5.9,5.9,1075800,510010,479730,30008,56010,119530.0,56668.0,53303.0,3334.3,6223.4,511850.0,365720,0,0.0,4,4,1,1,10,,,,89,221;2596;3121;4418,True;True;True;True,233;2818;3382;4840,496;497;498;6235;6236;7416;7417;7418;7419;7420;7421;7422;10639,576;577;578;7350;7351;8740;8741;8742;8743;12562,576;7351;8742;12562,,,"40S ribosomal protein S18, putative",,,,,-1.3219280948873622,-1.3219280948873622,5.732408236064429,5.728954073348302,-3.9004915847976163,-2.9862845146799284,-6.624050853804675,0.0,-2.9862845146799284,-3.5274141310945564,-2.7053473571558744
Tb927.10.5300,Tb927.10.5300:mRNA-p1;Tb11.v5.0246.1-p1,Tb927.10.5300:mRNA-p1;Tb11.v5.0246.1-p1,2;2,2;2,2;2,;,2,2,2,2,1,1,0,0,1,1,0,0,1,1,0,0,10.9,10.9,10.9,26.925,248,248;248,21.0,1.0,,,,,,1.0,,0.0,14.075,By MS/MS,By MS/MS,,,3.6,7.3,0.0,0.0,84735,43332,41402,0,0,7061.2,3611.0,3450.2,0.0,0.0,0.0,36298,0,0.0,1,1,0,0,2,,,,90,944;4927,True;True,1026;5389,2200;11884,2552;14091,2552;14091,,,"eukaryotic translation initiation factor 6 (eIF-6), putative",0.037322105,14.73416112,i,red,-1.0,-1.0,4.636808734474451,4.617021321023896,-3.0563417168939697,-2.8057504231848074,0.0,0.0,-2.8057504231848074,-1.9193432051619308,-1.5840338715331863
Tb927.11.7250,Tb927.11.7250:mRNA-p1;Tb11.v5.0257.1-p1,Tb927.11.7250:mRNA-p1;Tb11.v5.0257.1-p1,3;3,3;3,3;3,;,2,3,3,3,3,0,0,0,3,0,0,0,3,0,0,0,7.9,7.9,7.9,53.363,496,496;496,2.0,,3.0,,,,,,,0.0,21.128,By MS/MS,,,,7.9,0.0,0.0,0.0,254380,254380,0,0,0,11060.0,11060.0,0.0,0.0,0.0,60435.0,0,0,0.0,4,0,0,0,4,,,,91,3001;3328;4532,True;True;True,3249;3604;4961,7099;7909;10874,8380;8381;9329;12817,8381;9329;12817,,,"hypothetical protein, conserved",,,,,-2.321928094887362,0.0,5.405482962986272,-inf,-4.549415952731148,0.0,-3.6470976736923566,0.0,0.0,-4.115589450935866,0.0
Tb927.7.4520,Tb927.7.4520:mRNA-p1;Tb11.v5.0265.1-p1,Tb927.7.4520:mRNA-p1;Tb11.v5.0265.1-p1,1;1,1;1,1;1,;,2,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,6.5,6.5,6.5,22.315,201,201;201,1.0,1.0,,,,,,,,0.0017527999999999999,6.9326,By MS/MS,,,,6.5,0.0,0.0,0.0,23968,23968,0,0,0,2396.8,2396.8,0.0,0.0,0.0,23968.0,0,0,0.0,1,0,0,0,1,,,,92,2185,True,2376,5125,5944,5944,,,"Thioredoxin-like, putative",0.38663721,15.02294137,i,red,-1.0,0.0,4.379631796019372,-inf,-2.5503397090080107,0.0,-2.4781827722584446,0.0,0.0,-1.344302464018449,0.0
Tb927.7.4570,Tb927.7.4570:mRNA-p1;Tb11.v5.0270.1-p1,Tb927.7.4570:mRNA-p1;Tb11.v5.0270.1-p1,3;3,3;3,3;3,;,2,3,3,3,3,0,0,1,3,0,0,1,3,0,0,1,7.0,7.0,7.0,39.39,357,357;357,7.8,1.0,3.0,,,,1.0,,,0.0,18.374000000000002,By MS/MS,,,By MS/MS,7.0,0.0,0.0,2.8,317980,277710,0,0,40267,16736.0,14616.0,0.0,0.0,2119.3,91038.0,0,0,0.0,3,0,0,1,4,,,,93,818;1717;5114,True;True;True,882;1864;5599,1902;3999;4000;12345;12346,2205;4625;4626;14750,2205;4625;14750,,,inosine-guanine nucleoside hydrolase,0.074606338,14.65918813,i,red,-2.0,1.0,5.4435915184489465,4.604949274703566,-4.936544845810093,2.2267385160027495,-4.198942793594203,0.0,2.2267385160027495,-4.235174649757616,1.5574317764123897
Tb927.10.6300,Tb927.10.6300:mRNA-p1;Tb11.v5.0276.1-p1,Tb927.10.6300:mRNA-p1;Tb11.v5.0276.1-p1,2;2,2;2,2;2,;,2,2,2,2,2,0,0,0,2,0,0,0,2,0,0,0,5.5,5.5,5.5,50.038000000000004,435,435;435,2.0,,2.0,,,,,,,0.0,13.235,By MS/MS,,,,5.5,0.0,0.0,0.0,153670,153670,0,0,0,5488.4,5488.4,0.0,0.0,0.0,36510.0,0,0,0.0,2,0,0,0,2,,,,94,837;916,True;True,904;996,1960;2148,2272;2492,2272;2492,,,"Ribosomal protein S5, C-terminal domain containing protein, putative",,,,,-1.5849625007211563,0.0,5.186589091272407,-inf,-3.5997500543619343,0.0,-2.9935597866173587,0.0,0.0,-3.441977365557593,0.0
Tb927.10.8450,Tb927.10.8450:mRNA-p1;Tb11.v5.0310.1-p1;Tb927.10.8480:mRNA-p1;Tb927.10.8470:mRNA-p1;Tb927.10.8460:mRNA-p1;Tb927.10.8440:mRNA-p1;Tb11.v5.0330.1-p1;Tb11.v5.0309.1-p1;Tb11.v5.0308.1-p1;Tb11.v5.0307.1-p1,Tb927.10.8450:mRNA-p1;Tb11.v5.0310.1-p1;Tb927.10.8480:mRNA-p1;Tb927.10.8470:mRNA-p1;Tb927.10.8460:mRNA-p1;Tb927.10.8440:mRNA-p1;Tb11.v5.0330.1-p1;Tb11.v5.0309.1-p1;Tb11.v5.0308.1-p1;Tb11.v5.0307.1-p1,2;2;1;1;1;1;1;1;1;1,2;2;1;1;1;1;1;1;1;1,2;2;1;1;1;1;1;1;1;1,;;;;;;;;;,10,2,2,2,2,0,0,1,2,0,0,1,2,0,0,1,4.2,4.2,4.2,56.558,527,527;527;527;527;527;527;527;527;527;527,9.25,1.0,2.0,,,,1.0,,,0.0,12.323,By MS/MS,,,By MS/MS,4.2,0.0,0.0,2.5,6180000,6136700,0,0,43303,515000.0,511390.0,0.0,0.0,3608.6,1478900.0,0,0,0.0,4,0,0,1,5,,,,95,1350;5032,True;True,1474;5506,3148;3149;3150;12113,3602;3603;3604;3605;14377,3602;14377,,,glucose transporter 1E,-1.044449123,15.32879786,i,red,-2.321928094887362,1.0,6.78793489279197,4.636517984998013,-10.018841790578985,2.861424292177134,-8.145186369643842,0.0,2.861424292177134,-8.625928818855465,1.6275191848554846
Tb11.v5.0333,Tb11.v5.0333.1-p1;Tb927.10.8530:mRNA-p1;Tb927.10.8520:mRNA-p1;Tb927.10.8510:mRNA-p1;Tb927.10.8500:mRNA-p1;Tb927.10.8490:mRNA-p1;Tb11.v5.0332.1-p1;Tb11.v5.0331.1-p1,Tb11.v5.0333.1-p1;Tb927.10.8530:mRNA-p1;Tb927.10.8520:mRNA-p1;Tb927.10.8510:mRNA-p1;Tb927.10.8500:mRNA-p1;Tb927.10.8490:mRNA-p1;Tb11.v5.0332.1-p1;Tb11.v5.0331.1-p1,5;5;5;5;5;5;5;5,5;5;5;5;5;5;5;5,5;5;5;5;5;5;5;5,;;;;;;;,8,5,5,5,5,0,0,0,5,0,0,0,5,0,0,0,12.4,12.4,12.4,34.275999999999996,322,322;529;529;529;529;529;529;529,1.73,3.0,8.0,,,,,,,0.0,34.914,By MS/MS,,,,12.4,0.0,0.0,0.0,12521000,12521000,0,0,0,1565200.0,1565200.0,0.0,0.0,0.0,2935200.0,0,0,0.0,13,0,0,0,13,,,,96,556;633;938;939;5006,True;True;True;True;True,593;676;677;1019;1020;5477;5478,1313;1314;1485;1486;2190;2191;2192;12057;12058;12059;12060,1536;1537;1538;1740;1741;2543;2544;14300;14301;14302;14303;14304;14305,1536;1741;2543;2544;14304,70;71,146;247,"THT1 - hexose transporter, putative, fragment",,,,,-3.807354922057604,0.0,7.0976390155468385,-inf,-11.631756390201858,0.0,-9.131590077804914,0.0,0.0,-9.652880417738839,0.0
Tb927.10.16170,Tb927.10.16170:mRNA-p1;Tb11.v5.0396.1-p1,Tb927.10.16170:mRNA-p1;Tb11.v5.0396.1-p1,3;3,3;3,3;3,;,2,3,3,3,0,3,0,0,0,3,0,0,0,3,0,0,12.4,12.4,12.4,34.606,307,307;340,41.0,,,,,,,3.0,,0.0,19.668,,By MS/MS,,,0.0,12.4,0.0,0.0,151480,0,151480,0,0,11653.0,0.0,11653.0,0.0,0.0,0.0,132810,0,0.0,0,3,0,0,3,,,,97,1556;4865;5813,True;True;True,1695;5326;6377,3606;11743;14169,4137;13937;16900,4137;13937;16900,,,"potassium voltage-gated channel, putative",-0.332207766,11.3506406,i,red,0.0,-2.0,-inf,5.180355296448789,0.0,-4.408618993794592,0.0,0.0,-4.408618993794592,0.0,-3.0549279861344307
Tb927.10.540,Tb927.10.540:mRNA-p1;Tb11.v5.0414.1-p1,Tb927.10.540:mRNA-p1;Tb11.v5.0414.1-p1,10;10,10;10,10;10,;,2,10,10,10,6,3,0,9,6,3,0,9,6,3,0,9,24.5,24.5,24.5,49.226000000000006,436,436;436,21.4,1.0,7.0,,,,9.0,,3.0,0.0,64.904,By MS/MS,By MS/MS,,By MS/MS,13.1,8.0,0.0,24.5,2620100,1541400,164180,0,914520,124770.0,73401.0,7818.3,0.0,43549.0,406380.0,479390,0,507340.0,8,3,0,10,21,,,,98,993;1416;1603;1967;2466;2715;4248;4515;5620;5780,True;True;True;True;True;True;True;True;True;True,1080;1543;1745;1746;2136;2670;2947;4661;4944;6156;6336,2355;3307;3308;3309;3746;3747;3748;4601;5840;5841;5842;6491;6492;10181;10182;10844;10845;10846;13692;14073,2718;3811;3812;3813;4319;4320;4321;5329;6877;6878;6879;7638;7639;7640;12026;12027;12787;12788;12789;16320;16768,2718;3811;4319;5329;6879;7638;12026;12789;16320;16768,72,239,"ATP-dependent RNA helicase SUB2, putative",-0.053863915,18.61793463,i,red,-3.1699250014423126,1.4594316186372973,6.18791535464999,6.032900678732676,-7.2265635097076615,2.3941449672804795,-6.294950247045387,4.641379745094809,2.3941449672804795,-6.64355322257814,2.338585150227061
Tb927.10.14490,Tb927.10.14490:mRNA-p1;Tb11.v5.0420.1-p1,Tb927.10.14490:mRNA-p1;Tb11.v5.0420.1-p1,2;2,2;2,2;2,;,2,2,2,2,0,0,0,2,0,0,0,2,0,0,0,2,6.9,6.9,6.9,46.24,420,420;420,32.0,,,,,,2.0,,,0.0,14.015,,,,By MS/MS,0.0,0.0,0.0,6.9,192070,0,0,0,192070,8351.0,0.0,0.0,0.0,8351.0,0.0,0,0,131630.0,0,0,0,4,4,,,,99,3025;4311,True;True,3274;4726,7165;10345,8448;8449;8450;12203,8448;12203,,,"hypothetical protein, conserved",0.128003136,15.86720218,i,red,0.0,2.321928094887362,-inf,5.283459536376994,0.0,3.954550289062506,0.0,2.8511405016803235,3.954550289062506,0.0,3.3602715987151655
Tb927.10.15850,Tb927.10.15850:mRNA-p1;Tb11.v5.0427.1-p1,Tb927.10.15850:mRNA-p1;Tb11.v5.0427.1-p1,3;3,3;3,3;3,;,2,3,3,3,3,0,0,0,3,0,0,0,3,0,0,0,11.4,11.4,11.4,43.172,395,395;395,2.0,,3.0,,,,,,,0.0,23.67,By MS/MS,,,,11.4,0.0,0.0,0.0,310450,310450,0,0,0,12935.0,12935.0,0.0,0.0,0.0,73756.0,0,0,0.0,3,0,0,0,3,,,,100,699;2106;4127,True;True;True,752;2295;4534,1642;4938;9938,1903;5740;11739,1903;5740;11739,,,peroxin 12,4.720902873,18.05792382,iii,green,-2.0,0.0,5.491991664182002,-inf,-4.766385891368301,0.0,-3.913524091900449,0.0,0.0,-4.387854947422712,0.0
Tb11.v5.0468,Tb11.v5.0468.1-p1,Tb11.v5.0468.1-p1,18,1,1,,1,18,1,1,12,13,6,17,0,0,0,1,0,0,0,1,77.5,4.4,4.4,27.962,249,249,32.0,,,,,,1.0,,,0.0017715,6.9909,By matching,By matching,By matching,By MS/MS,61.0,62.2,28.5,71.9,32824,0,0,0,32824,2188.2,0.0,0.0,0.0,2188.2,0.0,0,0,22494.0,0,0,0,2,2,,,,101,179;528;608;627;985;1078;1489;1782;2356;2443;2897;3042;3730;3910;4120;4138;4792;5791,False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False,189;560;561;647;648;649;668;1071;1171;1623;1624;1934;2551;2552;2646;3139;3296;4102;4305;4527;4546;5243;6347;6348;6349,390;1202;1203;1204;1205;1206;1207;1208;1209;1210;1211;1432;1433;1434;1435;1436;1437;1438;1439;1440;1468;1469;1470;1471;1472;1473;1474;2332;2333;2334;2335;2336;2337;2338;2339;2509;2510;3454;3455;3456;3457;3458;3459;3460;3461;3462;3463;3464;3465;3466;3467;3468;4170;4171;5520;5521;5522;5523;5524;5525;5526;5779;5780;5781;5782;5783;5784;5785;5786;5787;5788;5789;6871;7232;7233;7234;7235;9003;9004;9005;9006;9007;9008;9009;9010;9011;9012;9013;9480;9921;9922;9953;9954;9955;11504;11505;11506;11507;11508;11509;11510;11511;14093;14094;14095;14096;14097;14098;14099;14100;14101;14102;14103;14104;14105;14106;14107;14108;14109;14110;14111;14112;14113;14114;14115;14116;14117;14118;14119;14120,455;456;457;1382;1383;1384;1385;1386;1387;1388;1389;1390;1391;1392;1393;1394;1395;1396;1669;1670;1671;1672;1673;1674;1675;1676;1677;1678;1679;1680;1681;1682;1683;1684;1685;1686;1687;1688;1721;1722;1723;1724;1725;1726;1727;1728;2690;2691;2692;2693;2694;2695;2696;2697;2698;2699;2700;2701;2895;2896;3974;3975;3976;3977;3978;3979;3980;3981;3982;3983;3984;3985;3986;3987;3988;4810;4811;6485;6486;6487;6488;6489;6490;6491;6492;6493;6494;6793;6794;6795;6796;6797;6798;6799;6800;6801;6802;6803;6804;6805;6806;6807;6808;6809;6810;6811;6812;6813;8118;8119;8537;8538;8539;10630;10631;10632;10633;10634;10635;10636;10637;10638;10639;10640;10641;10642;10643;10644;11214;11718;11719;11761;11762;11763;11764;13629;13630;13631;13632;13633;13634;13635;13636;13637;13638;13639;13640;13641;13642;13643;13644;13645;16800;16801;16802;16803;16804;16805;16806;16807;16808;16809;16810;16811;16812;16813;16814;16815;16816;16817;16818;16819;16820;16821;16822;16823;16824;16825;16826;16827;16828;16829;16830;16831;16832;16833;16834;16835,455;1382;1684;1728;2691;2896;3983;4810;6485;6805;8119;8539;10632;11214;11719;11764;13639;16834,73;74;75;76;77;78;79,99;100;111;116;175;196;211,"alpha tubulin, putative",,,,,0.0,1.584962500721156,-inf,4.516191503958856,0.0,2.2631575943395354,0.0,1.0441773399186398,2.2631575943395354,0.0,1.3696582337837095
